rank,player,avg,total_sg_app,measured_rounds,tournament
27,Akshay Bhatia,-0.935,-3.739,4,TOUR Championship
28,Chris Kirk,-1.038,-4.150,4,TOUR Championship
29,Christiaan Bezuidenhout,-1.561,-6.245,4,TOUR Championship
30,Tom Hoge,-2.393,-9.573,4,TOUR Championship
1,Tom Hoge,2.103,8.414,4,BMW Championship
2,Keegan Bradley,1.625,6.501,4,BMW Championship
3,Max Homa,1.601,6.404,4,BMW Championship
4,Viktor Hovland,1.156,4.625,4,BMW Championship
5,Adam Scott,1.066,4.266,4,BMW Championship
6,Si Woo Kim,0.979,3.915,4,BMW Championship
7,Cam Davis,0.876,3.506,4,BMW Championship
8,J.T. Poston,0.814,3.256,4,BMW Championship
9,Brian Harman,0.613,2.453,4,BMW Championship
10,Billy Horschel,0.580,2.319,4,BMW Championship
11,Sam Burns,0.515,2.059,4,BMW Championship
12,Austin Eckroat,0.492,1.968,4,BMW Championship
13,Will Zalatoris,0.441,1.765,4,BMW Championship
14,Corey Conners,0.437,1.749,4,BMW Championship
15,Justin Thomas,0.348,1.391,4,BMW Championship
16,Tommy Fleetwood,0.343,1.372,4,BMW Championship
17,Sungjae Im,0.232,0.928,4,BMW Championship
18,Eric Cole,0.225,0.900,4,BMW Championship
19,Denny McCarthy,0.150,0.602,4,BMW Championship
20,Nick Dunlap,0.069,0.278,4,BMW Championship
21,Collin Morikawa,0.066,0.264,4,BMW Championship
22,Rory McIlroy,0.041,0.165,4,BMW Championship
23,Davis Thompson,0.020,0.082,4,BMW Championship
24,Patrick Cantlay,-0.027,-0.109,4,BMW Championship
25,Shane Lowry,-0.054,-0.215,4,BMW Championship
26,Tony Finau,-0.110,-0.438,4,BMW Championship
27,Ludvig Åberg,-0.130,-0.519,4,BMW Championship
27,Chris Kirk,-0.130,-0.521,4,BMW Championship
29,Xander Schauffele,-0.172,-0.689,4,BMW Championship
30,Taylor Pendrith,-0.176,-0.705,4,BMW Championship
31,Alex Noren,-0.207,-0.828,4,BMW Championship
32,Russell Henley,-0.217,-0.867,4,BMW Championship
33,Christiaan Bezuidenhout,-0.249,-0.996,4,BMW Championship
34,Matthieu Pavon,-0.308,-1.232,4,BMW Championship
35,Thomas Detry,-0.400,-1.599,4,BMW Championship
36,Sepp Straka,-0.440,-1.761,4,BMW Championship
37,Sahith Theegala,-0.505,-2.021,4,BMW Championship
38,Jason Day,-0.507,-2.028,4,BMW Championship
39,Byeong Hun An,-0.636,-2.544,4,BMW Championship
40,Aaron Rai,-0.704,-2.817,4,BMW Championship
41,Scottie Scheffler,-0.832,-3.326,4,BMW Championship
42,Wyndham Clark,-0.843,-3.373,4,BMW Championship
43,Matt Fitzpatrick,-0.931,-3.722,4,BMW Championship
44,Adam Hadwin,-1.014,-4.056,4,BMW Championship
45,Stephan Jaeger,-1.040,-4.160,4,BMW Championship
46,Max Greyserman,-1.365,-5.458,4,BMW Championship
47,Cameron Young,-1.695,-6.780,4,BMW Championship
48,Akshay Bhatia,-2.100,-8.400,4,BMW Championship
1,Aaron Rai,1.935,7.740,4,FedEx St. Jude Championship
2,Tommy Fleetwood,1.442,5.769,4,FedEx St. Jude Championship
3,Hideki Matsuyama,1.412,5.648,4,FedEx St. Jude Championship
4,Viktor Hovland,1.371,5.483,4,FedEx St. Jude Championship
5,Nick Dunlap,1.359,5.435,4,FedEx St. Jude Championship
6,Xander Schauffele,1.244,4.975,4,FedEx St. Jude Championship
7,Tom Kim,1.058,4.232,4,FedEx St. Jude Championship
8,Taylor Pendrith,1.029,4.117,4,FedEx St. Jude Championship
9,Justin Thomas,0.944,3.776,4,FedEx St. Jude Championship
10,Scottie Scheffler,0.928,3.713,4,FedEx St. Jude Championship
11,Tony Finau,0.777,3.108,4,FedEx St. Jude Championship
12,Billy Horschel,0.710,2.838,4,FedEx St. Jude Championship
13,Sam Burns,0.690,2.760,4,FedEx St. Jude Championship
14,Eric Cole,0.675,2.699,4,FedEx St. Jude Championship
15,Sungjae Im,0.661,2.643,4,FedEx St. Jude Championship
16,Patrick Rodgers,0.539,2.156,4,FedEx St. Jude Championship
17,Justin Rose,0.528,2.113,4,FedEx St. Jude Championship
18,Emiliano Grillo,0.521,2.085,4,FedEx St. Jude Championship
19,Shane Lowry,0.489,1.954,4,FedEx St. Jude Championship
20,Tom Hoge,0.371,1.482,4,FedEx St. Jude Championship
21,Jhonattan Vegas,0.334,1.335,4,FedEx St. Jude Championship
22,Austin Eckroat,0.291,1.165,4,FedEx St. Jude Championship
23,Jason Day,0.222,0.888,4,FedEx St. Jude Championship
24,Christiaan Bezuidenhout,0.217,0.868,4,FedEx St. Jude Championship
24,Alex Noren,0.217,0.868,4,FedEx St. Jude Championship
26,Wyndham Clark,0.216,0.865,4,FedEx St. Jude Championship
27,Akshay Bhatia,0.214,0.857,4,FedEx St. Jude Championship
28,Patrick Cantlay,0.212,0.847,4,FedEx St. Jude Championship
29,Russell Henley,0.148,0.592,4,FedEx St. Jude Championship
30,Will Zalatoris,0.114,0.456,4,FedEx St. Jude Championship
31,Denny McCarthy,0.061,0.242,4,FedEx St. Jude Championship
32,Sepp Straka,0.016,0.062,4,FedEx St. Jude Championship
33,Ludvig Åberg,0.014,0.056,4,FedEx St. Jude Championship
34,Robert MacIntyre,0.012,0.046,4,FedEx St. Jude Championship
35,Taylor Moore,0.005,0.020,4,FedEx St. Jude Championship
36,Chris Kirk,-0.020,-0.081,4,FedEx St. Jude Championship
37,Min Woo Lee,-0.040,-0.162,4,FedEx St. Jude Championship
38,Davis Thompson,-0.048,-0.192,4,FedEx St. Jude Championship
39,Corey Conners,-0.054,-0.216,4,FedEx St. Jude Championship
40,Matt Fitzpatrick,-0.130,-0.522,4,FedEx St. Jude Championship
41,Victor Perez,-0.161,-0.643,4,FedEx St. Jude Championship
42,Brian Harman,-0.172,-0.690,4,FedEx St. Jude Championship
43,Erik van Rooyen,-0.195,-0.780,4,FedEx St. Jude Championship
44,Byeong Hun An,-0.271,-1.086,4,FedEx St. Jude Championship
45,Matthieu Pavon,-0.376,-1.503,4,FedEx St. Jude Championship
46,Brendon Todd,-0.398,-1.591,4,FedEx St. Jude Championship
47,Maverick McNealy,-0.407,-1.629,4,FedEx St. Jude Championship
48,Adam Scott,-0.415,-1.661,4,FedEx St. Jude Championship
49,Stephan Jaeger,-0.463,-1.854,4,FedEx St. Jude Championship
50,Seamus Power,-0.557,-2.229,4,FedEx St. Jude Championship
51,Max Greyserman,-0.593,-2.371,4,FedEx St. Jude Championship
52,Ben Griffin,-0.603,-2.413,4,FedEx St. Jude Championship
53,Peter Malnati,-0.604,-2.417,4,FedEx St. Jude Championship
54,Mark Hubbard,-0.612,-2.448,4,FedEx St. Jude Championship
55,Si Woo Kim,-0.631,-2.525,4,FedEx St. Jude Championship
56,Thomas Detry,-0.648,-2.594,4,FedEx St. Jude Championship
57,Harris English,-0.669,-2.678,4,FedEx St. Jude Championship
58,Mackenzie Hughes,-0.702,-2.808,4,FedEx St. Jude Championship
59,Nick Taylor,-0.770,-3.082,4,FedEx St. Jude Championship
60,Cameron Young,-0.788,-3.154,4,FedEx St. Jude Championship
61,Cam Davis,-0.806,-3.224,4,FedEx St. Jude Championship
62,Collin Morikawa,-0.807,-3.228,4,FedEx St. Jude Championship
63,Rory McIlroy,-0.810,-3.240,4,FedEx St. Jude Championship
64,Sahith Theegala,-0.818,-3.274,4,FedEx St. Jude Championship
65,Keegan Bradley,-0.823,-3.292,4,FedEx St. Jude Championship
66,Jake Knapp,-0.829,-3.315,4,FedEx St. Jude Championship
67,J.T. Poston,-1.019,-4.077,4,FedEx St. Jude Championship
68,Max Homa,-1.117,-4.467,4,FedEx St. Jude Championship
69,Adam Hadwin,-1.455,-5.822,4,FedEx St. Jude Championship
70,Jordan Spieth,-2.159,-8.638,4,FedEx St. Jude Championship
1,Aaron Rai,2.195,8.780,4,Wyndham Championship
2,Ben Griffin,2.053,8.210,4,Wyndham Championship
3,Ryo Hisatsune,1.801,7.202,4,Wyndham Championship
4,Luke Clanton,1.728,6.910,4,Wyndham Championship
5,Chan Kim,1.331,5.322,4,Wyndham Championship
6,Christiaan Bezuidenhout,1.285,5.138,4,Wyndham Championship
7,Nate Lashley,1.255,5.020,4,Wyndham Championship
8,J.J. Spaun,1.249,4.997,4,Wyndham Championship
9,Doug Ghim,1.233,4.931,4,Wyndham Championship
10,Eric Cole,1.064,4.257,4,Wyndham Championship
11,Billy Horschel,1.031,4.124,4,Wyndham Championship
12,Denny McCarthy,0.926,3.704,4,Wyndham Championship
13,Andrew Novak,0.860,3.440,4,Wyndham Championship
14,Justin Lower,0.855,3.420,4,Wyndham Championship
15,Adam Hadwin,0.850,3.401,4,Wyndham Championship
16,Gary Woodland,0.762,3.049,4,Wyndham Championship
17,Jacob Bridgeman,0.761,3.044,4,Wyndham Championship
18,Roger Sloan,0.748,2.991,4,Wyndham Championship
19,Nick Hardy,0.729,2.915,4,Wyndham Championship
20,Emiliano Grillo,0.703,2.811,4,Wyndham Championship
21,Charley Hoffman,0.637,2.546,4,Wyndham Championship
22,Keegan Bradley,0.581,2.323,4,Wyndham Championship
23,Ryan Moore,0.578,2.311,4,Wyndham Championship
24,Trace Crowe,0.443,1.772,4,Wyndham Championship
25,Mac Meissner,0.442,1.769,4,Wyndham Championship
26,Joel Dahmen,0.418,1.672,4,Wyndham Championship
27,Brice Garnett,0.407,1.629,4,Wyndham Championship
28,Jhonattan Vegas,0.345,1.378,4,Wyndham Championship
29,Max Greyserman,0.324,1.295,4,Wyndham Championship
30,Beau Hossler,0.302,1.207,4,Wyndham Championship
31,Austin Eckroat,0.270,1.081,4,Wyndham Championship
32,Cameron Young,0.265,1.060,4,Wyndham Championship
33,Chandler Phillips,0.251,1.002,4,Wyndham Championship
34,Zac Blair,0.231,0.925,4,Wyndham Championship
35,Nico Echavarria,0.195,0.779,4,Wyndham Championship
36,Brian Harman,0.188,0.750,4,Wyndham Championship
37,Victor Perez,0.158,0.633,4,Wyndham Championship
38,Pierceson Coody,0.152,0.608,4,Wyndham Championship
39,Matti Schmid,0.147,0.588,4,Wyndham Championship
40,Ben Taylor,0.076,0.304,4,Wyndham Championship
41,Jorge Campillo,0.052,0.209,4,Wyndham Championship
42,Kevin Tway,0.039,0.155,4,Wyndham Championship
43,Brendon Todd,0.008,0.031,4,Wyndham Championship
44,Adam Svensson,0.006,0.025,4,Wyndham Championship
45,Davis Thompson,-0.033,-0.133,4,Wyndham Championship
46,Seamus Power,-0.052,-0.209,4,Wyndham Championship
47,Rico Hoey,-0.091,-0.366,4,Wyndham Championship
48,Taylor Moore,-0.131,-0.524,4,Wyndham Championship
49,Maverick McNealy,-0.253,-1.013,4,Wyndham Championship
50,K.H. Lee,-0.305,-1.221,4,Wyndham Championship
51,Matt Wallace,-0.370,-1.480,4,Wyndham Championship
52,Chris Gotterup,-0.378,-1.513,4,Wyndham Championship
53,Davis Riley,-0.419,-1.676,4,Wyndham Championship
54,Keith Mitchell,-0.420,-1.680,4,Wyndham Championship
55,Zach Johnson,-0.445,-1.780,4,Wyndham Championship
56,Cameron Champ,-0.601,-2.405,4,Wyndham Championship
57,Mackenzie Hughes,-0.658,-2.632,4,Wyndham Championship
58,Patrick Rodgers,-0.673,-2.691,4,Wyndham Championship
59,Vince Whaley,-0.706,-2.826,4,Wyndham Championship
60,Sungjae Im,-0.808,-3.233,4,Wyndham Championship
61,Matt Kuchar,-0.816,-3.264,4,Wyndham Championship
62,Justin Suh,-0.897,-3.588,4,Wyndham Championship
63,Chad Ramey,-1.034,-4.137,4,Wyndham Championship
64,Daniel Berger,-1.085,-4.340,4,Wyndham Championship
65,Martin Trainer,-1.996,-7.983,4,Wyndham Championship
66,S.H. Kim,-2.927,-11.709,4,Wyndham Championship
1,Matt Kuchar,2.513,10.053,4,3M Open
2,Gary Woodland,2.117,8.468,4,3M Open
3,Charley Hoffman,1.919,7.675,4,3M Open
4,Henrik Norlander,1.900,7.602,4,3M Open
5,Kurt Kitayama,1.819,7.277,4,3M Open
6,Alex Smalley,1.795,7.181,4,3M Open
7,Andrew Putnam,1.666,6.666,4,3M Open
8,Jhonattan Vegas,1.519,6.078,4,3M Open
9,J.J. Spaun,1.483,5.933,4,3M Open
10,Austin Smotherman,1.444,5.776,4,3M Open
11,Trace Crowe,1.425,5.701,4,3M Open
12,Andrew Novak,1.355,5.420,4,3M Open
13,Tony Finau,1.239,4.957,4,3M Open
14,Patrick Fishburn,1.170,4.679,4,3M Open
15,Doug Ghim,1.158,4.631,4,3M Open
16,Keith Mitchell,1.157,4.628,4,3M Open
17,Seamus Power,1.149,4.598,4,3M Open
18,Neal Shipley,1.056,4.223,4,3M Open
19,Matti Schmid,1.031,4.124,4,3M Open
20,Mac Meissner,1.013,4.053,4,3M Open
21,Wesley Bryan,0.996,3.984,4,3M Open
22,Kelly Kraft,0.972,3.888,4,3M Open
23,Matt Wallace,0.950,3.801,4,3M Open
24,Max Greyserman,0.903,3.614,4,3M Open
25,Cam Davis,0.868,3.474,4,3M Open
26,Matt NeSmith,0.836,3.344,4,3M Open
27,Stewart Cink,0.719,2.875,4,3M Open
28,Chad Ramey,0.713,2.853,4,3M Open
29,Taylor Pendrith,0.708,2.833,4,3M Open
30,Patrick Rodgers,0.624,2.496,4,3M Open
31,Aaron Baddeley,0.588,2.352,4,3M Open
32,Akshay Bhatia,0.581,2.323,4,3M Open
33,Scott Piercy,0.576,2.303,4,3M Open
34,Jacob Bridgeman,0.459,1.838,4,3M Open
35,Kevin Kisner,0.454,1.817,4,3M Open
36,Keegan Bradley,0.453,1.812,4,3M Open
37,Sam Burns,0.428,1.713,4,3M Open
38,Harry Hall,0.408,1.632,4,3M Open
39,Maverick McNealy,0.353,1.411,4,3M Open
40,David Skinns,0.344,1.377,4,3M Open
41,Nick Hardy,0.332,1.330,4,3M Open
42,Rico Hoey,0.181,0.725,4,3M Open
43,Ben Silverman,0.151,0.604,4,3M Open
44,Taylor Moore,0.126,0.505,4,3M Open
45,Cameron Champ,0.124,0.498,4,3M Open
46,Adam Svensson,0.108,0.431,4,3M Open
47,Hayden Springer,0.096,0.386,4,3M Open
48,Justin Lower,0.034,0.137,4,3M Open
49,Lanto Griffin,-0.002,-0.006,4,3M Open
50,K.H. Lee,-0.049,-0.195,4,3M Open
51,Dylan Wu,-0.057,-0.226,4,3M Open
52,Robert Streb,-0.197,-0.786,4,3M Open
53,Chris Gotterup,-0.204,-0.815,4,3M Open
53,Justin Suh,-0.204,-0.816,4,3M Open
55,Joseph Bramlett,-0.218,-0.871,4,3M Open
56,Sam Stevens,-0.302,-1.207,4,3M Open
57,Kevin Chappell,-0.336,-1.345,4,3M Open
58,Carson Young,-0.397,-1.589,4,3M Open
59,Emiliano Grillo,-0.454,-1.815,4,3M Open
60,Sahith Theegala,-0.494,-1.977,4,3M Open
61,Joe Highsmith,-0.512,-2.049,4,3M Open
62,Ben Kohles,-0.590,-2.358,4,3M Open
63,MJ Daffue,-0.622,-2.486,4,3M Open
64,Mackenzie Hughes,-0.672,-2.688,4,3M Open
65,Tyler Duncan,-0.701,-2.803,4,3M Open
66,Davis Riley,-0.723,-2.893,4,3M Open
67,Kevin Streelman,-0.889,-3.556,4,3M Open
68,Brice Garnett,-0.894,-3.574,4,3M Open
69,Kevin Yu,-0.963,-3.852,4,3M Open
70,Zach Johnson,-1.064,-4.256,4,3M Open
71,Robby Shelton,-1.163,-4.653,4,3M Open
72,Cody Gribble,-1.391,-5.562,4,3M Open
73,Adam Schenk,-1.415,-5.661,4,3M Open
74,Pierceson Coody,-1.793,-7.171,4,3M Open
1,Neal Shipley,2.124,8.495,4,Barracuda Championship
2,Andrew Putnam,2.070,8.281,4,Barracuda Championship
3,Hayden Buckley,2.057,8.227,4,Barracuda Championship
4,Will Gordon,1.818,7.270,4,Barracuda Championship
5,Taylor Pendrith,1.360,5.439,4,Barracuda Championship
6,J.J. Spaun,1.350,5.400,4,Barracuda Championship
7,Adrien Saddier,1.138,4.552,4,Barracuda Championship
8,Patrick Fishburn,1.111,4.443,4,Barracuda Championship
9,Michael Kim,1.043,4.173,4,Barracuda Championship
10,Chez Reavie,0.996,3.983,4,Barracuda Championship
11,Ian Gilligan,0.992,3.967,4,Barracuda Championship
12,Sam Ryder,0.989,3.956,4,Barracuda Championship
13,Nick Watney,0.988,3.950,4,Barracuda Championship
14,Rico Hoey,0.972,3.888,4,Barracuda Championship
15,Marcus Armitage,0.960,3.841,4,Barracuda Championship
16,Patton Kizzire,0.902,3.608,4,Barracuda Championship
17,Ben Silverman,0.901,3.603,4,Barracuda Championship
18,Alex Smalley,0.885,3.539,4,Barracuda Championship
19,Justin Suh,0.870,3.479,4,Barracuda Championship
20,Henrik Norlander,0.869,3.476,4,Barracuda Championship
21,Joseph Bramlett,0.806,3.222,4,Barracuda Championship
22,Santiago Tarrio,0.762,3.047,4,Barracuda Championship
23,Casey Jarvis,0.714,2.854,4,Barracuda Championship
24,S.H. Kim,0.702,2.806,4,Barracuda Championship
25,Cameron Champ,0.660,2.639,4,Barracuda Championship
26,Chesson Hadley,0.658,2.631,4,Barracuda Championship
27,Max Kieffer,0.656,2.625,4,Barracuda Championship
28,Chan Kim,0.596,2.382,4,Barracuda Championship
29,Sean O'Hair,0.567,2.267,4,Barracuda Championship
30,Robby Shelton,0.552,2.209,4,Barracuda Championship
31,Mac Meissner,0.550,2.198,4,Barracuda Championship
32,Vince Whaley,0.480,1.920,4,Barracuda Championship
33,MJ Daffue,0.451,1.804,4,Barracuda Championship
34,S.Y. Noh,0.402,1.609,4,Barracuda Championship
35,Mark Hubbard,0.397,1.587,4,Barracuda Championship
36,Nate Lashley,0.392,1.569,4,Barracuda Championship
37,Oliver Wilson,0.354,1.416,4,Barracuda Championship
38,Mitchell Schow,0.337,1.348,4,Barracuda Championship
39,Charley Hoffman,0.276,1.102,4,Barracuda Championship
40,Paul Waring,0.231,0.923,4,Barracuda Championship
41,Jake Knapp,0.206,0.824,4,Barracuda Championship
42,Kevin Chappell,0.173,0.692,4,Barracuda Championship
43,Ben Taylor,0.148,0.590,4,Barracuda Championship
44,Nick Dunlap,0.120,0.478,4,Barracuda Championship
45,Alejandro Tosti,0.055,0.220,4,Barracuda Championship
46,Max Rottluff,0.053,0.213,4,Barracuda Championship
47,Lukas Nemecz,-0.035,-0.141,4,Barracuda Championship
48,Todd Clements,-0.045,-0.181,4,Barracuda Championship
49,Chad Ramey,-0.110,-0.440,4,Barracuda Championship
50,Michael Thorbjornsen,-0.166,-0.664,4,Barracuda Championship
51,Scott Gutschewski,-0.202,-0.807,4,Barracuda Championship
52,Scott Piercy,-0.342,-1.370,4,Barracuda Championship
53,Espen Kofstad,-0.384,-1.537,4,Barracuda Championship
54,Ryan Brehm,-0.393,-1.571,4,Barracuda Championship
55,Matti Schmid,-0.403,-1.612,4,Barracuda Championship
56,Max Greyserman,-0.459,-1.838,4,Barracuda Championship
57,Patrick Rodgers,-0.525,-2.099,4,Barracuda Championship
58,Lanto Griffin,-0.598,-2.391,4,Barracuda Championship
58,Sam Stevens,-0.598,-2.391,4,Barracuda Championship
60,Sam Bairstow,-0.860,-3.439,4,Barracuda Championship
61,Jayden Schaper,-0.897,-3.589,4,Barracuda Championship
62,Martin Laird,-1.021,-4.086,4,Barracuda Championship
63,Hurly Long,-1.107,-4.430,4,Barracuda Championship
64,Peter Malnati,-1.454,-5.816,4,Barracuda Championship
65,Chase Hanna,-1.651,-6.604,4,Barracuda Championship
1,Max Rottluff,2.300,9.201,4,ISCO Championship
2,Zac Blair,2.193,8.772,4,ISCO Championship
3,Chez Reavie,2.055,8.220,4,ISCO Championship
4,Matt NeSmith,1.921,7.686,4,ISCO Championship
5,Harry Hall,1.887,7.548,4,ISCO Championship
6,David Lipsky,1.535,6.140,4,ISCO Championship
7,Brandon Wu,1.427,5.709,4,ISCO Championship
8,Austin Smotherman,1.285,5.141,4,ISCO Championship
9,Andrea Pavan,1.276,5.104,4,ISCO Championship
10,Chad Ramey,1.274,5.096,4,ISCO Championship
11,Nick Hardy,1.202,4.808,4,ISCO Championship
12,J.J. Spaun,1.044,4.176,4,ISCO Championship
13,Troy Merritt,0.971,3.883,4,ISCO Championship
14,Sam Bairstow,0.931,3.725,4,ISCO Championship
15,Adrien Saddier,0.928,3.714,4,ISCO Championship
16,Angel Hidalgo Portillo,0.921,3.685,4,ISCO Championship
17,Neal Shipley,0.895,3.579,4,ISCO Championship
18,Chan Kim,0.871,3.484,4,ISCO Championship
19,Roger Sloan,0.708,2.831,4,ISCO Championship
20,Sebastian Friedrichsen,0.682,2.729,4,ISCO Championship
21,Hayden Springer,0.664,2.657,4,ISCO Championship
22,Russell Knox,0.646,2.586,4,ISCO Championship
23,Rico Hoey,0.636,2.546,4,ISCO Championship
24,Ryan McCormick,0.610,2.439,4,ISCO Championship
25,Sam Ryder,0.588,2.351,4,ISCO Championship
26,Matthis Besard,0.587,2.349,4,ISCO Championship
27,Cody Gribble,0.522,2.087,4,ISCO Championship
28,Lukas Nemecz,0.507,2.027,4,ISCO Championship
29,Dylan Wu,0.494,1.977,4,ISCO Championship
30,Mac Meissner,0.472,1.888,4,ISCO Championship
31,MJ Daffue,0.466,1.863,4,ISCO Championship
32,Andy Sullivan,0.463,1.854,4,ISCO Championship
33,S.Y. Noh,0.397,1.588,4,ISCO Championship
34,Lanto Griffin,0.396,1.583,4,ISCO Championship
35,Patton Kizzire,0.376,1.504,4,ISCO Championship
36,Fabrizio Zanotti,0.329,1.317,4,ISCO Championship
37,William McGirt,0.310,1.242,4,ISCO Championship
38,Aaron Baddeley,0.290,1.162,4,ISCO Championship
39,Spencer Cross,0.272,1.088,4,ISCO Championship
40,Ben Taylor,0.236,0.945,4,ISCO Championship
41,Jonathan Byrd,0.216,0.866,4,ISCO Championship
42,Ricardo Gouveia,0.210,0.839,4,ISCO Championship
43,Cooper Musselman,0.195,0.782,4,ISCO Championship
44,Tom Vaillant,0.102,0.408,4,ISCO Championship
45,Brandt Snedeker,0.057,0.228,4,ISCO Championship
46,Kevin Tway,0.032,0.128,4,ISCO Championship
47,Callum Tarren,-0.002,-0.007,4,ISCO Championship
48,Luke Clanton,-0.014,-0.056,4,ISCO Championship
49,Ryan Moore,-0.067,-0.266,4,ISCO Championship
50,S.H. Kim,-0.106,-0.424,4,ISCO Championship
51,Francesco Laporta,-0.145,-0.580,4,ISCO Championship
52,Henrik Norlander,-0.151,-0.604,4,ISCO Championship
53,Andrew Wilson,-0.205,-0.820,4,ISCO Championship
54,Kevin Kisner,-0.251,-1.002,4,ISCO Championship
55,Alex Smalley,-0.253,-1.010,4,ISCO Championship
56,Pierceson Coody,-0.363,-1.450,4,ISCO Championship
57,Jacques Kruyswijk,-0.406,-1.622,4,ISCO Championship
58,Johannes Veerman,-0.460,-1.838,4,ISCO Championship
59,Ben Silverman,-0.465,-1.858,4,ISCO Championship
60,Bill Haas,-0.499,-1.996,4,ISCO Championship
61,Patrick Fishburn,-0.503,-2.011,4,ISCO Championship
62,Garrick Higgo,-0.606,-2.423,4,ISCO Championship
63,Hayden Buckley,-0.619,-2.476,4,ISCO Championship
64,Kevin Chappell,-0.768,-3.070,4,ISCO Championship
65,Marcus Kinhult,-0.778,-3.112,4,ISCO Championship
66,James Hahn,-0.797,-3.186,4,ISCO Championship
67,Paul Barjon,-1.417,-5.668,4,ISCO Championship
1,Shubhankar Sharma,2.372,9.487,4,Genesis Scottish Open
2,Matteo Manassero,2.207,8.830,4,Genesis Scottish Open
3,Nicolai Højgaard,1.617,6.468,4,Genesis Scottish Open
4,Brian Harman,1.600,6.401,4,Genesis Scottish Open
5,Robert MacIntyre,1.413,5.652,4,Genesis Scottish Open
6,Erik van Rooyen,1.356,5.424,4,Genesis Scottish Open
7,Antoine Rozner,1.242,4.969,4,Genesis Scottish Open
8,Xander Schauffele,1.090,4.362,4,Genesis Scottish Open
9,Jesper Svensson,0.977,3.907,4,Genesis Scottish Open
10,Ryan Fox,0.955,3.820,4,Genesis Scottish Open
11,Adam Hadwin,0.929,3.718,4,Genesis Scottish Open
12,Jorge Campillo,0.923,3.691,4,Genesis Scottish Open
13,Tommy Fleetwood,0.894,3.576,4,Genesis Scottish Open
14,Tom Kim,0.876,3.503,4,Genesis Scottish Open
15,Ben Griffin,0.866,3.466,4,Genesis Scottish Open
16,Francesco Molinari,0.863,3.453,4,Genesis Scottish Open
17,Collin Morikawa,0.851,3.405,4,Genesis Scottish Open
18,Niklas Norgaard,0.848,3.391,4,Genesis Scottish Open
19,Corey Conners,0.826,3.305,4,Genesis Scottish Open
20,Haotong Li,0.825,3.299,4,Genesis Scottish Open
21,Ludvig Åberg,0.762,3.049,4,Genesis Scottish Open
22,Sungjae Im,0.744,2.976,4,Genesis Scottish Open
23,Romain Langasque,0.722,2.888,4,Genesis Scottish Open
24,Nick Taylor,0.708,2.834,4,Genesis Scottish Open
25,Harris English,0.705,2.822,4,Genesis Scottish Open
26,Adam Scott,0.678,2.713,4,Genesis Scottish Open
27,Si Woo Kim,0.667,2.669,4,Genesis Scottish Open
28,Max Kieffer,0.561,2.245,4,Genesis Scottish Open
29,Victor Perez,0.524,2.096,4,Genesis Scottish Open
30,Grant Forrest,0.502,2.010,4,Genesis Scottish Open
31,Alejandro Del Rey,0.493,1.971,4,Genesis Scottish Open
32,Max Greyserman,0.481,1.925,4,Genesis Scottish Open
33,Stewart Cink,0.479,1.916,4,Genesis Scottish Open
34,Thomas Detry,0.471,1.884,4,Genesis Scottish Open
35,Cam Davis,0.401,1.603,4,Genesis Scottish Open
36,Alex Noren,0.298,1.194,4,Genesis Scottish Open
37,Sahith Theegala,0.295,1.182,4,Genesis Scottish Open
38,Daniel Hillier,0.254,1.016,4,Genesis Scottish Open
39,Mackenzie Hughes,0.126,0.506,4,Genesis Scottish Open
40,Jens Dantorp,0.114,0.455,4,Genesis Scottish Open
41,Junghwan Lee,0.041,0.166,4,Genesis Scottish Open
42,Marcel Siem,0.014,0.058,4,Genesis Scottish Open
43,Yannik Paul,0.012,0.048,4,Genesis Scottish Open
44,Rory McIlroy,-0.007,-0.028,4,Genesis Scottish Open
45,Lee Hodges,-0.014,-0.054,4,Genesis Scottish Open
46,Ben Kohles,-0.041,-0.165,4,Genesis Scottish Open
47,Andrew Novak,-0.055,-0.220,4,Genesis Scottish Open
48,Kurt Kitayama,-0.094,-0.375,4,Genesis Scottish Open
49,Charley Hoffman,-0.135,-0.538,4,Genesis Scottish Open
50,Connor Syme,-0.148,-0.592,4,Genesis Scottish Open
51,Ugo Coussaud,-0.182,-0.726,4,Genesis Scottish Open
52,Gary Woodland,-0.214,-0.854,4,Genesis Scottish Open
53,Matt Fitzpatrick,-0.254,-1.014,4,Genesis Scottish Open
54,Thorbjørn Olesen,-0.273,-1.093,4,Genesis Scottish Open
55,Sam Stevens,-0.290,-1.159,4,Genesis Scottish Open
56,Rasmus Højgaard,-0.295,-1.178,4,Genesis Scottish Open
57,Wyndham Clark,-0.298,-1.193,4,Genesis Scottish Open
58,Nick Bachem,-0.335,-1.338,4,Genesis Scottish Open
59,Julien Guerrier,-0.356,-1.423,4,Genesis Scottish Open
60,Aaron Rai,-0.376,-1.504,4,Genesis Scottish Open
61,Justin Thomas,-0.379,-1.514,4,Genesis Scottish Open
62,Viktor Hovland,-0.393,-1.571,4,Genesis Scottish Open
63,Brendon Todd,-0.406,-1.622,4,Genesis Scottish Open
64,Richard Mansell,-0.419,-1.677,4,Genesis Scottish Open
65,Eric Cole,-0.527,-2.108,4,Genesis Scottish Open
66,Matthew Jordan,-0.641,-2.565,4,Genesis Scottish Open
67,Taylor Montgomery,-0.676,-2.704,4,Genesis Scottish Open
68,Daniel Brown,-0.695,-2.778,4,Genesis Scottish Open
