rank,player,avg,total_sg_putting,measured_rounds,tournament
37,Jordan Spieth,0.276,1.105,4,Valero Texas Open
38,Nick Hardy,0.266,1.064,4,Valero Texas Open
39,Brandt Snedeker,0.242,0.967,4,Valero Texas Open
40,Webb Simpson,0.227,0.906,4,Valero Texas Open
41,Matti Schmid,0.182,0.729,4,Valero Texas Open
42,Tom Whitney,0.170,0.679,4,Valero Texas Open
43,Hayden Springer,0.157,0.629,4,Valero Texas Open
44,Beau Hossler,0.115,0.458,4,Valero Texas Open
45,Harry Hall,0.047,0.188,4,Valero Texas Open
46,Vince Whaley,0.039,0.155,4,Valero Texas Open
47,Chan Kim,0.013,0.050,4,Valero Texas Open
48,Joe Highsmith,-0.001,-0.005,4,Valero Texas Open
49,Dylan Wu,-0.046,-0.183,4,Valero Texas Open
50,Josh Teater,-0.065,-0.262,4,Valero Texas Open
51,David Lipsky,-0.066,-0.264,4,Valero Texas Open
52,Aaron Baddeley,-0.121,-0.485,4,Valero Texas Open
53,Ben Silverman,-0.151,-0.605,4,Valero Texas Open
54,Ryan Moore,-0.186,-0.746,4,Valero Texas Open
55,Vincent Norrman,-0.189,-0.758,4,Valero Texas Open
56,C.T. Pan,-0.211,-0.845,4,Valero Texas Open
57,Mac Meissner,-0.230,-0.922,4,Valero Texas Open
58,Ryan McCormick,-0.279,-1.118,4,Valero Texas Open
59,Maverick McNealy,-0.297,-1.187,4,Valero Texas Open
60,Adam Svensson,-0.312,-1.249,4,Valero Texas Open
61,Nate Lashley,-0.321,-1.286,4,Valero Texas Open
62,Tommy Fleetwood,-0.353,-1.414,4,Valero Texas Open
63,Thorbjørn Olesen,-0.374,-1.496,4,Valero Texas Open
64,Austin Eckroat,-0.430,-1.720,4,Valero Texas Open
65,Ludvig Åberg,-0.499,-1.995,4,Valero Texas Open
66,Mark Hubbard,-0.516,-2.063,4,Valero Texas Open
66,Hideki Matsuyama,-0.516,-2.063,4,Valero Texas Open
68,Alex Noren,-0.527,-2.107,4,Valero Texas Open
69,Corey Conners,-0.537,-2.150,4,Valero Texas Open
70,J.J. Spaun,-0.622,-2.490,4,Valero Texas Open
71,Ryo Hisatsune,-0.670,-2.679,4,Valero Texas Open
72,Martin Laird,-0.757,-3.027,4,Valero Texas Open
73,Charley Hoffman,-0.835,-3.341,4,Valero Texas Open
74,Lanto Griffin,-0.876,-3.506,4,Valero Texas Open
75,Lucas Glover,-0.907,-3.630,4,Valero Texas Open
76,Andrew Novak,-0.993,-3.972,4,Valero Texas Open
77,Tyler Duncan,-1.088,-4.351,4,Valero Texas Open
78,Nicolai Højgaard,-1.222,-4.887,4,Valero Texas Open
79,Ben Kohles,-1.305,-5.221,4,Valero Texas Open
80,Bronson Burgoon,-1.339,-5.356,4,Valero Texas Open
81,Collin Morikawa,-1.377,-5.507,4,Valero Texas Open
81,Kevin Yu,-1.377,-5.510,4,Valero Texas Open
1,Tom Hoge,1.814,7.257,4,Texas Children's Houston Open
2,Erik Barnes,1.665,6.660,4,Texas Children's Houston Open
3,Stephan Jaeger,1.599,6.398,4,Texas Children's Houston Open
4,David Skinns,1.588,6.354,4,Texas Children's Houston Open
5,Chad Ramey,1.537,6.147,4,Texas Children's Houston Open
6,Chris Gotterup,1.448,5.794,4,Texas Children's Houston Open
7,Taylor Moore,1.440,5.760,4,Texas Children's Houston Open
8,Max Greyserman,1.319,5.277,4,Texas Children's Houston Open
9,Harry Hall,1.250,4.999,4,Texas Children's Houston Open
10,Nick Dunlap,1.213,4.853,4,Texas Children's Houston Open
11,Thomas Detry,1.198,4.791,4,Texas Children's Houston Open
12,Alejandro Tosti,1.153,4.612,4,Texas Children's Houston Open
13,Joseph Bramlett,1.140,4.560,4,Texas Children's Houston Open
14,Alex Noren,1.038,4.151,4,Texas Children's Houston Open
15,Nick Hardy,1.007,4.030,4,Texas Children's Houston Open
16,Aaron Rai,0.929,3.718,4,Texas Children's Houston Open
17,Martin Laird,0.862,3.447,4,Texas Children's Houston Open
18,J.J. Spaun,0.855,3.421,4,Texas Children's Houston Open
19,Adrien Dumont de Chassart,0.808,3.234,4,Texas Children's Houston Open
20,Ben Silverman,0.806,3.224,4,Texas Children's Houston Open
21,Peter Malnati,0.791,3.165,4,Texas Children's Houston Open
22,Matti Schmid,0.771,3.084,4,Texas Children's Houston Open
23,Sam Stevens,0.743,2.971,4,Texas Children's Houston Open
24,Raul Pereda,0.702,2.807,4,Texas Children's Houston Open
25,Billy Horschel,0.677,2.710,4,Texas Children's Houston Open
26,Justin Lower,0.675,2.701,4,Texas Children's Houston Open
27,Mark Hubbard,0.673,2.691,4,Texas Children's Houston Open
28,James Hahn,0.622,2.488,4,Texas Children's Houston Open
29,S.H. Kim,0.587,2.347,4,Texas Children's Houston Open
30,Wilson Furr,0.560,2.241,4,Texas Children's Houston Open
31,Wyndham Clark,0.540,2.159,4,Texas Children's Houston Open
32,Harrison Endycott,0.466,1.863,4,Texas Children's Houston Open
33,Cam Davis,0.447,1.790,4,Texas Children's Houston Open
34,Akshay Bhatia,0.442,1.770,4,Texas Children's Houston Open
35,Taylor Pendrith,0.424,1.698,4,Texas Children's Houston Open
36,Nate Lashley,0.421,1.683,4,Texas Children's Houston Open
37,Sam Bennett,0.273,1.091,4,Texas Children's Houston Open
38,Davis Thompson,0.199,0.796,4,Texas Children's Houston Open
39,Ben Griffin,0.178,0.713,4,Texas Children's Houston Open
40,Roger Sloan,0.168,0.674,4,Texas Children's Houston Open
41,Mackenzie Hughes,0.166,0.665,4,Texas Children's Houston Open
42,Cameron Champ,0.165,0.661,4,Texas Children's Houston Open
43,Victor Perez,0.149,0.598,4,Texas Children's Houston Open
44,Pierceson Coody,0.145,0.580,4,Texas Children's Houston Open
45,Scottie Scheffler,0.121,0.486,4,Texas Children's Houston Open
46,Michael Kim,0.112,0.450,4,Texas Children's Houston Open
47,Ryan Brehm,0.095,0.379,4,Texas Children's Houston Open
48,Adam Long,0.015,0.060,4,Texas Children's Houston Open
49,Jacob Bridgeman,0.010,0.039,4,Texas Children's Houston Open
50,Aaron Baddeley,-0.008,-0.032,4,Texas Children's Houston Open
51,Kevin Dougherty,-0.018,-0.071,4,Texas Children's Houston Open
52,Chandler Phillips,-0.063,-0.250,4,Texas Children's Houston Open
53,Joe Highsmith,-0.082,-0.328,4,Texas Children's Houston Open
54,Andrew Novak,-0.143,-0.572,4,Texas Children's Houston Open
55,Ryan Fox,-0.163,-0.651,4,Texas Children's Houston Open
56,K.H. Lee,-0.193,-0.773,4,Texas Children's Houston Open
56,Callum Tarren,-0.193,-0.773,4,Texas Children's Houston Open
58,Davis Riley,-0.217,-0.869,4,Texas Children's Houston Open
59,Emilio Gonzalez,-0.337,-1.348,4,Texas Children's Houston Open
60,Daniel Berger,-0.339,-1.357,4,Texas Children's Houston Open
61,Beau Hossler,-0.407,-1.626,4,Texas Children's Houston Open
62,Patrick Rodgers,-0.413,-1.653,4,Texas Children's Houston Open
63,Sahith Theegala,-0.459,-1.837,4,Texas Children's Houston Open
64,Tyson Alexander,-0.473,-1.892,4,Texas Children's Houston Open
65,Si Woo Kim,-0.481,-1.925,4,Texas Children's Houston Open
66,Ryan Moore,-0.501,-2.002,4,Texas Children's Houston Open
67,Scott Gutschewski,-0.516,-2.065,4,Texas Children's Houston Open
68,Austin Cook,-0.527,-2.108,4,Texas Children's Houston Open
69,Kurt Kitayama,-0.529,-2.117,4,Texas Children's Houston Open
70,Adam Svensson,-0.558,-2.233,4,Texas Children's Houston Open
71,Jhonattan Vegas,-0.608,-2.433,4,Texas Children's Houston Open
72,Ryan Palmer,-0.680,-2.718,4,Texas Children's Houston Open
73,Garrick Higgo,-0.769,-3.076,4,Texas Children's Houston Open
74,Greyson Sigg,-0.832,-3.327,4,Texas Children's Houston Open
75,Tony Finau,-0.850,-3.399,4,Texas Children's Houston Open
76,Sam Ryder,-0.927,-3.706,4,Texas Children's Houston Open
77,Lanto Griffin,-0.932,-3.727,4,Texas Children's Houston Open
78,Vincent Norrman,-0.937,-3.747,4,Texas Children's Houston Open
79,Bud Cauley,-1.059,-4.235,4,Texas Children's Houston Open
80,Chan Kim,-1.079,-4.316,4,Texas Children's Houston Open
81,Dylan Wu,-1.204,-4.815,4,Texas Children's Houston Open
82,Gary Woodland,-1.491,-5.962,4,Texas Children's Houston Open
83,Will Zalatoris,-1.752,-7.006,4,Texas Children's Houston Open
1,Sam Ryder,2.649,10.596,4,Valspar Championship
2,Mackenzie Hughes,2.404,9.615,4,Valspar Championship
3,Peter Malnati,2.090,8.359,4,Valspar Championship
4,Cameron Champ,1.981,7.925,4,Valspar Championship
5,Matt Kuchar,1.672,6.688,4,Valspar Championship
6,Adam Hadwin,1.484,5.936,4,Valspar Championship
7,Alexander Björk,1.467,5.867,4,Valspar Championship
8,Chandler Phillips,1.464,5.856,4,Valspar Championship
9,Callum Tarren,1.291,5.165,4,Valspar Championship
10,Norman Xiong,1.283,5.131,4,Valspar Championship
11,Ben Griffin,1.225,4.898,4,Valspar Championship
12,Aaron Baddeley,1.201,4.803,4,Valspar Championship
13,K.H. Lee,1.102,4.406,4,Valspar Championship
14,Vince Whaley,1.095,4.380,4,Valspar Championship
15,Matti Schmid,1.061,4.243,4,Valspar Championship
16,Justin Suh,1.052,4.206,4,Valspar Championship
17,Christiaan Bezuidenhout,1.049,4.194,4,Valspar Championship
18,Dylan Wu,0.954,3.814,4,Valspar Championship
19,Akshay Bhatia,0.909,3.635,4,Valspar Championship
20,Sami Valimaki,0.836,3.343,4,Valspar Championship
21,Brendon Todd,0.790,3.159,4,Valspar Championship
22,Kevin Dougherty,0.770,3.078,4,Valspar Championship
23,Michael Kim,0.733,2.933,4,Valspar Championship
24,Chez Reavie,0.681,2.725,4,Valspar Championship
25,Lee Hodges,0.652,2.607,4,Valspar Championship
26,Robert MacIntyre,0.638,2.550,4,Valspar Championship
27,Cameron Young,0.598,2.391,4,Valspar Championship
28,Matt Wallace,0.591,2.364,4,Valspar Championship
29,Fred Biondi,0.557,2.229,4,Valspar Championship
30,Adam Schenk,0.482,1.929,4,Valspar Championship
31,Seamus Power,0.481,1.922,4,Valspar Championship
32,Mac Meissner,0.467,1.868,4,Valspar Championship
33,Max Greyserman,0.433,1.730,4,Valspar Championship
34,Billy Horschel,0.408,1.633,4,Valspar Championship
35,Kevin Roy,0.389,1.557,4,Valspar Championship
36,Chris Gotterup,0.371,1.482,4,Valspar Championship
37,Xander Schauffele,0.326,1.305,4,Valspar Championship
38,Maverick McNealy,0.307,1.227,4,Valspar Championship
39,Thomas Detry,0.305,1.218,4,Valspar Championship
40,Roger Sloan,0.304,1.214,4,Valspar Championship
41,Tom Whitney,0.284,1.134,4,Valspar Championship
42,Stewart Cink,0.277,1.107,4,Valspar Championship
42,Andrew Novak,0.277,1.106,4,Valspar Championship
44,Sam Stevens,0.268,1.071,4,Valspar Championship
45,Rico Hoey,0.243,0.970,4,Valspar Championship
46,Ryan Brehm,0.238,0.950,4,Valspar Championship
47,Lucas Glover,0.219,0.876,4,Valspar Championship
48,Greyson Sigg,0.186,0.745,4,Valspar Championship
49,Carl Yuan,0.159,0.634,4,Valspar Championship
50,Ryo Hisatsune,0.123,0.492,4,Valspar Championship
51,Scott Stallings,0.042,0.167,4,Valspar Championship
52,Hayden Springer,0.021,0.083,4,Valspar Championship
53,Carson Young,-0.064,-0.257,4,Valspar Championship
54,Taylor Moore,-0.191,-0.763,4,Valspar Championship
55,Bronson Burgoon,-0.237,-0.949,4,Valspar Championship
56,Kevin Streelman,-0.323,-1.292,4,Valspar Championship
57,Ryan Moore,-0.334,-1.336,4,Valspar Championship
58,Nick Taylor,-0.336,-1.343,4,Valspar Championship
59,Chan Kim,-0.403,-1.611,4,Valspar Championship
60,Parker Coody,-0.412,-1.648,4,Valspar Championship
61,Eric Cole,-0.437,-1.749,4,Valspar Championship
62,Doug Ghim,-0.515,-2.060,4,Valspar Championship
63,S.H. Kim,-0.530,-2.122,4,Valspar Championship
64,Joseph Bramlett,-0.662,-2.647,4,Valspar Championship
65,Jorge Campillo,-0.727,-2.908,4,Valspar Championship
66,Hayden Buckley,-0.832,-3.330,4,Valspar Championship
67,Ryan Palmer,-0.834,-3.338,4,Valspar Championship
68,Ben Martin,-0.870,-3.481,4,Valspar Championship
69,Joel Dahmen,-0.899,-3.596,4,Valspar Championship
70,Robby Shelton,-0.910,-3.640,4,Valspar Championship
71,Harry Hall,-1.010,-4.041,4,Valspar Championship
72,Keith Mitchell,-1.037,-4.150,4,Valspar Championship
73,Webb Simpson,-1.048,-4.192,4,Valspar Championship
74,Justin Thomas,-1.230,-4.922,4,Valspar Championship
75,Adam Svensson,-1.507,-6.028,4,Valspar Championship
76,Alejandro Tosti,-1.923,-7.691,4,Valspar Championship
77,David Skinns,-2.047,-8.188,4,Valspar Championship
1,Sahith Theegala,2.099,8.397,4,THE PLAYERS Championship
2,Matt Fitzpatrick,1.824,7.295,4,THE PLAYERS Championship
3,Taylor Montgomery,1.650,6.599,4,THE PLAYERS Championship
4,Wyndham Clark,1.525,6.098,4,THE PLAYERS Championship
5,Brian Harman,1.413,5.650,4,THE PLAYERS Championship
6,Tom Hoge,1.312,5.246,4,THE PLAYERS Championship
7,Thomas Detry,1.264,5.057,4,THE PLAYERS Championship
8,Xander Schauffele,1.260,5.040,4,THE PLAYERS Championship
9,Si Woo Kim,1.193,4.772,4,THE PLAYERS Championship
10,Sam Ryder,1.139,4.554,4,THE PLAYERS Championship
11,Nick Taylor,1.129,4.514,4,THE PLAYERS Championship
12,Tommy Fleetwood,1.095,4.379,4,THE PLAYERS Championship
13,Adam Scott,1.048,4.190,4,THE PLAYERS Championship
14,Rory McIlroy,1.024,4.096,4,THE PLAYERS Championship
15,Ben Martin,1.020,4.080,4,THE PLAYERS Championship
16,Jake Knapp,1.005,4.018,4,THE PLAYERS Championship
17,Denny McCarthy,0.990,3.960,4,THE PLAYERS Championship
18,Martin Laird,0.986,3.943,4,THE PLAYERS Championship
19,Lee Hodges,0.951,3.803,4,THE PLAYERS Championship
20,Jimmy Stanger,0.899,3.594,4,THE PLAYERS Championship
21,Jason Day,0.830,3.320,4,THE PLAYERS Championship
22,Doug Ghim,0.761,3.045,4,THE PLAYERS Championship
23,J.J. Spaun,0.704,2.816,4,THE PLAYERS Championship
24,Maverick McNealy,0.608,2.430,4,THE PLAYERS Championship
25,Corey Conners,0.595,2.380,4,THE PLAYERS Championship
26,Dylan Wu,0.503,2.010,4,THE PLAYERS Championship
27,Francesco Molinari,0.488,1.951,4,THE PLAYERS Championship
28,Matti Schmid,0.477,1.906,4,THE PLAYERS Championship
29,Christiaan Bezuidenhout,0.464,1.856,4,THE PLAYERS Championship
30,Max Homa,0.457,1.829,4,THE PLAYERS Championship
31,Kurt Kitayama,0.428,1.711,4,THE PLAYERS Championship
32,Peter Malnati,0.410,1.638,4,THE PLAYERS Championship
33,Alex Noren,0.342,1.368,4,THE PLAYERS Championship
34,Tony Finau,0.320,1.279,4,THE PLAYERS Championship
35,J.T. Poston,0.315,1.261,4,THE PLAYERS Championship
36,Rickie Fowler,0.313,1.250,4,THE PLAYERS Championship
37,Scottie Scheffler,0.307,1.228,4,THE PLAYERS Championship
38,Viktor Hovland,0.202,0.808,4,THE PLAYERS Championship
39,Brice Garnett,0.054,0.217,4,THE PLAYERS Championship
40,Min Woo Lee,-0.014,-0.058,4,THE PLAYERS Championship
41,David Lipsky,-0.017,-0.067,4,THE PLAYERS Championship
42,Sam Burns,-0.023,-0.092,4,THE PLAYERS Championship
43,Matt NeSmith,-0.044,-0.177,4,THE PLAYERS Championship
44,Seamus Power,-0.078,-0.314,4,THE PLAYERS Championship
45,Taylor Moore,-0.095,-0.380,4,THE PLAYERS Championship
46,Adam Schenk,-0.107,-0.427,4,THE PLAYERS Championship
47,Harris English,-0.116,-0.464,4,THE PLAYERS Championship
48,Chris Kirk,-0.186,-0.746,4,THE PLAYERS Championship
49,Nate Lashley,-0.190,-0.761,4,THE PLAYERS Championship
50,Tyler Duncan,-0.204,-0.816,4,THE PLAYERS Championship
51,Aaron Rai,-0.210,-0.841,4,THE PLAYERS Championship
52,Sami Valimaki,-0.221,-0.885,4,THE PLAYERS Championship
53,Grayson Murray,-0.231,-0.924,4,THE PLAYERS Championship
54,Patrick Cantlay,-0.244,-0.977,4,THE PLAYERS Championship
55,Shane Lowry,-0.285,-1.140,4,THE PLAYERS Championship
56,Zac Blair,-0.288,-1.154,4,THE PLAYERS Championship
57,Ludvig Åberg,-0.307,-1.230,4,THE PLAYERS Championship
58,Sepp Straka,-0.325,-1.300,4,THE PLAYERS Championship
59,Emiliano Grillo,-0.361,-1.443,4,THE PLAYERS Championship
60,Collin Morikawa,-0.379,-1.517,4,THE PLAYERS Championship
61,Sungjae Im,-0.507,-2.030,4,THE PLAYERS Championship
62,Hideki Matsuyama,-0.511,-2.045,4,THE PLAYERS Championship
63,Andrew Putnam,-0.762,-3.049,4,THE PLAYERS Championship
64,Austin Eckroat,-0.797,-3.188,4,THE PLAYERS Championship
65,Mackenzie Hughes,-0.811,-3.243,4,THE PLAYERS Championship
66,Chan Kim,-0.866,-3.463,4,THE PLAYERS Championship
67,Joel Dahmen,-0.973,-3.892,4,THE PLAYERS Championship
68,Gary Woodland,-1.162,-4.650,4,THE PLAYERS Championship
69,Cameron Young,-1.279,-5.115,4,THE PLAYERS Championship
70,C.T. Pan,-1.387,-5.549,4,THE PLAYERS Championship
71,Ryan Moore,-1.480,-5.919,4,THE PLAYERS Championship
72,Keith Mitchell,-1.542,-6.167,4,THE PLAYERS Championship
73,Mark Hubbard,-1.604,-6.416,4,THE PLAYERS Championship
1,Brendon Todd,1.478,5.911,4,Arnold Palmer Invitational presented by Mastercard
2,Russell Henley,1.401,5.606,4,Arnold Palmer Invitational presented by Mastercard
3,Max Homa,1.366,5.465,4,Arnold Palmer Invitational presented by Mastercard
4,Wyndham Clark,1.221,4.886,4,Arnold Palmer Invitational presented by Mastercard
5,Scottie Scheffler,1.087,4.348,4,Arnold Palmer Invitational presented by Mastercard
6,Ludvig Åberg,0.927,3.708,4,Arnold Palmer Invitational presented by Mastercard
7,Lee Hodges,0.821,3.285,4,Arnold Palmer Invitational presented by Mastercard
8,Emiliano Grillo,0.740,2.962,4,Arnold Palmer Invitational presented by Mastercard
9,Patrick Cantlay,0.725,2.902,4,Arnold Palmer Invitational presented by Mastercard
10,Denny McCarthy,0.690,2.761,4,Arnold Palmer Invitational presented by Mastercard
11,Eric Cole,0.688,2.753,4,Arnold Palmer Invitational presented by Mastercard
12,Sam Burns,0.571,2.283,4,Arnold Palmer Invitational presented by Mastercard
13,Nick Dunlap,0.555,2.220,4,Arnold Palmer Invitational presented by Mastercard
14,Nick Taylor,0.515,2.061,4,Arnold Palmer Invitational presented by Mastercard
15,Keegan Bradley,0.492,1.969,4,Arnold Palmer Invitational presented by Mastercard
16,Jason Day,0.481,1.923,4,Arnold Palmer Invitational presented by Mastercard
17,Jordan Spieth,0.471,1.885,4,Arnold Palmer Invitational presented by Mastercard
18,Cam Davis,0.405,1.621,4,Arnold Palmer Invitational presented by Mastercard
19,Rory McIlroy,0.391,1.565,4,Arnold Palmer Invitational presented by Mastercard
20,Patrick Rodgers,0.385,1.542,4,Arnold Palmer Invitational presented by Mastercard
21,Sahith Theegala,0.331,1.324,4,Arnold Palmer Invitational presented by Mastercard
22,Will Zalatoris,0.316,1.263,4,Arnold Palmer Invitational presented by Mastercard
23,Harris English,0.254,1.017,4,Arnold Palmer Invitational presented by Mastercard
24,Hideki Matsuyama,0.197,0.790,4,Arnold Palmer Invitational presented by Mastercard
25,C.T. Pan,0.196,0.786,4,Arnold Palmer Invitational presented by Mastercard
26,Taylor Moore,0.173,0.693,4,Arnold Palmer Invitational presented by Mastercard
27,Shane Lowry,0.166,0.663,4,Arnold Palmer Invitational presented by Mastercard
28,Viktor Hovland,0.163,0.653,4,Arnold Palmer Invitational presented by Mastercard
29,Christiaan Bezuidenhout,0.148,0.593,4,Arnold Palmer Invitational presented by Mastercard
30,Justin Thomas,0.147,0.588,4,Arnold Palmer Invitational presented by Mastercard
31,Matthieu Pavon,0.138,0.552,4,Arnold Palmer Invitational presented by Mastercard
32,Byeong Hun An,0.096,0.384,4,Arnold Palmer Invitational presented by Mastercard
33,Webb Simpson,0.088,0.351,4,Arnold Palmer Invitational presented by Mastercard
34,Rickie Fowler,0.030,0.121,4,Arnold Palmer Invitational presented by Mastercard
35,Sungjae Im,0.001,0.005,4,Arnold Palmer Invitational presented by Mastercard
36,Seamus Power,-0.003,-0.011,4,Arnold Palmer Invitational presented by Mastercard
37,Grayson Murray,-0.019,-0.075,4,Arnold Palmer Invitational presented by Mastercard
38,Xander Schauffele,-0.092,-0.369,4,Arnold Palmer Invitational presented by Mastercard
39,Erik van Rooyen,-0.097,-0.387,4,Arnold Palmer Invitational presented by Mastercard
40,Justin Lower,-0.118,-0.472,4,Arnold Palmer Invitational presented by Mastercard
41,Jake Knapp,-0.126,-0.505,4,Arnold Palmer Invitational presented by Mastercard
42,Andrew Putnam,-0.149,-0.597,4,Arnold Palmer Invitational presented by Mastercard
43,Mackenzie Hughes,-0.325,-1.298,4,Arnold Palmer Invitational presented by Mastercard
44,Sepp Straka,-0.356,-1.422,4,Arnold Palmer Invitational presented by Mastercard
45,Tom Kim,-0.371,-1.482,4,Arnold Palmer Invitational presented by Mastercard
46,Corey Conners,-0.430,-1.720,4,Arnold Palmer Invitational presented by Mastercard
47,Austin Eckroat,-0.471,-1.885,4,Arnold Palmer Invitational presented by Mastercard
48,Brian Harman,-0.524,-2.096,4,Arnold Palmer Invitational presented by Mastercard
49,Lucas Glover,-0.784,-3.135,4,Arnold Palmer Invitational presented by Mastercard
50,Stephan Jaeger,-0.791,-3.162,4,Arnold Palmer Invitational presented by Mastercard
51,J.T. Poston,-0.841,-3.365,4,Arnold Palmer Invitational presented by Mastercard
52,Min Woo Lee,-0.895,-3.579,4,Arnold Palmer Invitational presented by Mastercard
53,Cameron Young,-1.022,-4.086,4,Arnold Palmer Invitational presented by Mastercard
54,Adam Hadwin,-1.109,-4.436,4,Arnold Palmer Invitational presented by Mastercard
55,Chris Kirk,-1.181,-4.724,4,Arnold Palmer Invitational presented by Mastercard
56,Tom Hoge,-1.190,-4.759,4,Arnold Palmer Invitational presented by Mastercard
57,Luke List,-1.321,-5.283,4,Arnold Palmer Invitational presented by Mastercard
58,Si Woo Kim,-2.152,-8.606,4,Arnold Palmer Invitational presented by Mastercard
1,Erik van Rooyen,1.927,7.706,4,Cognizant Classic in The Palm Beaches
2,David Skinns,1.825,7.299,4,Cognizant Classic in The Palm Beaches
3,Russell Henley,1.787,7.147,4,Cognizant Classic in The Palm Beaches
4,Chad Ramey,1.726,6.905,4,Cognizant Classic in The Palm Beaches
5,Garrick Higgo,1.370,5.480,4,Cognizant Classic in The Palm Beaches
6,Taylor Montgomery,1.268,5.070,4,Cognizant Classic in The Palm Beaches
7,Doug Ghim,1.187,4.747,4,Cognizant Classic in The Palm Beaches
8,Chan Kim,1.186,4.743,4,Cognizant Classic in The Palm Beaches
9,Sam Ryder,1.171,4.683,4,Cognizant Classic in The Palm Beaches
10,Mark Hubbard,1.167,4.666,4,Cognizant Classic in The Palm Beaches
11,C.T. Pan,1.164,4.656,4,Cognizant Classic in The Palm Beaches
12,Cameron Young,0.965,3.860,4,Cognizant Classic in The Palm Beaches
13,Bud Cauley,0.937,3.749,4,Cognizant Classic in The Palm Beaches
14,Zach Johnson,0.935,3.740,4,Cognizant Classic in The Palm Beaches
15,Austin Eckroat,0.930,3.721,4,Cognizant Classic in The Palm Beaches
16,Chesson Hadley,0.859,3.434,4,Cognizant Classic in The Palm Beaches
17,Joseph Bramlett,0.855,3.419,4,Cognizant Classic in The Palm Beaches
18,Matthieu Pavon,0.841,3.364,4,Cognizant Classic in The Palm Beaches
19,Shane Lowry,0.813,3.253,4,Cognizant Classic in The Palm Beaches
20,Jacob Bridgeman,0.811,3.243,4,Cognizant Classic in The Palm Beaches
21,Martin Laird,0.800,3.198,4,Cognizant Classic in The Palm Beaches
22,Matt Fitzpatrick,0.738,2.952,4,Cognizant Classic in The Palm Beaches
23,Rickie Fowler,0.655,2.621,4,Cognizant Classic in The Palm Beaches
24,K.H. Lee,0.625,2.501,4,Cognizant Classic in The Palm Beaches
25,Nick Dunlap,0.602,2.409,4,Cognizant Classic in The Palm Beaches
26,Adam Schenk,0.576,2.303,4,Cognizant Classic in The Palm Beaches
27,Jorge Campillo,0.543,2.173,4,Cognizant Classic in The Palm Beaches
28,Davis Riley,0.530,2.120,4,Cognizant Classic in The Palm Beaches
29,Andrew Novak,0.513,2.053,4,Cognizant Classic in The Palm Beaches
30,Peter Malnati,0.505,2.019,4,Cognizant Classic in The Palm Beaches
31,Alexander Björk,0.499,1.995,4,Cognizant Classic in The Palm Beaches
31,Nico Echavarria,0.499,1.994,4,Cognizant Classic in The Palm Beaches
33,Max Greyserman,0.415,1.659,4,Cognizant Classic in The Palm Beaches
34,Justin Rose,0.410,1.641,4,Cognizant Classic in The Palm Beaches
35,Alex Noren,0.405,1.618,4,Cognizant Classic in The Palm Beaches
36,Jake Knapp,0.363,1.451,4,Cognizant Classic in The Palm Beaches
37,Tom Hoge,0.301,1.203,4,Cognizant Classic in The Palm Beaches
38,J.T. Poston,0.283,1.130,4,Cognizant Classic in The Palm Beaches
39,Keith Mitchell,0.258,1.032,4,Cognizant Classic in The Palm Beaches
40,Min Woo Lee,0.255,1.018,4,Cognizant Classic in The Palm Beaches
40,Carson Young,0.255,1.021,4,Cognizant Classic in The Palm Beaches
42,Victor Perez,0.239,0.955,4,Cognizant Classic in The Palm Beaches
43,Billy Horschel,0.228,0.913,4,Cognizant Classic in The Palm Beaches
44,Tom Kim,0.202,0.809,4,Cognizant Classic in The Palm Beaches
45,Byeong Hun An,0.169,0.677,4,Cognizant Classic in The Palm Beaches
45,Camilo Villegas,0.169,0.675,4,Cognizant Classic in The Palm Beaches
47,Ryan Fox,0.152,0.606,4,Cognizant Classic in The Palm Beaches
48,Mac Meissner,0.053,0.213,4,Cognizant Classic in The Palm Beaches
49,Chris Gotterup,0.038,0.151,4,Cognizant Classic in The Palm Beaches
50,Lucas Glover,-0.030,-0.121,4,Cognizant Classic in The Palm Beaches
51,Tyson Alexander,-0.061,-0.246,4,Cognizant Classic in The Palm Beaches
52,Beau Hossler,-0.097,-0.387,4,Cognizant Classic in The Palm Beaches
53,Maverick McNealy,-0.146,-0.586,4,Cognizant Classic in The Palm Beaches
54,S.H. Kim,-0.188,-0.752,4,Cognizant Classic in The Palm Beaches
55,Jimmy Stanger,-0.202,-0.809,4,Cognizant Classic in The Palm Beaches
56,Kevin Yu,-0.210,-0.840,4,Cognizant Classic in The Palm Beaches
57,Chris Kirk,-0.297,-1.190,4,Cognizant Classic in The Palm Beaches
58,Ben Silverman,-0.316,-1.263,4,Cognizant Classic in The Palm Beaches
59,Vincent Norrman,-0.609,-2.435,4,Cognizant Classic in The Palm Beaches
60,Corey Conners,-0.614,-2.456,4,Cognizant Classic in The Palm Beaches
61,Parker Coody,-0.660,-2.639,4,Cognizant Classic in The Palm Beaches
62,Davis Thompson,-0.691,-2.763,4,Cognizant Classic in The Palm Beaches
63,Troy Merritt,-0.718,-2.874,4,Cognizant Classic in The Palm Beaches
64,Rory McIlroy,-0.904,-3.616,4,Cognizant Classic in The Palm Beaches
65,David Lipsky,-0.908,-3.632,4,Cognizant Classic in The Palm Beaches
66,Greyson Sigg,-0.968,-3.874,4,Cognizant Classic in The Palm Beaches
67,Robert MacIntyre,-1.222,-4.888,4,Cognizant Classic in The Palm Beaches
68,Rico Hoey,-1.587,-6.348,4,Cognizant Classic in The Palm Beaches
