rank,player,avg,total_sg_ott,measured_rounds,tournament
70,Shubhankar Sharma,-0.677,-2.707,4,Genesis Scottish Open
71,Ashun Wu,-0.793,-3.173,4,Genesis Scottish Open
72,Stewart Cink,-1.004,-4.017,4,Genesis Scottish Open
73,Mackenzie Hughes,-1.409,-5.636,4,Genesis Scottish Open
74,Taylor Montgomery,-1.606,-6.424,4,Genesis Scottish Open
1,Max Greyserman,1.666,6.662,4,John Deere Classic
2,Kevin Dougherty,1.377,5.507,4,John Deere Classic
3,Jhonattan Vegas,1.238,4.952,4,John Deere Classic
4,Hayden Springer,1.152,4.606,4,John Deere Classic
5,Michael Thorbjornsen,1.132,4.527,4,John Deere Classic
6,Luke Clanton,0.972,3.887,4,John Deere Classic
7,Rico Hoey,0.886,3.545,4,John Deere Classic
8,Carson Young,0.846,3.382,4,John Deere Classic
9,Jordan Spieth,0.821,3.283,4,John Deere Classic
10,Chesson Hadley,0.818,3.271,4,John Deere Classic
11,Davis Thompson,0.806,3.222,4,John Deere Classic
12,Joel Dahmen,0.737,2.948,4,John Deere Classic
13,Jake Knapp,0.713,2.851,4,John Deere Classic
13,Keith Mitchell,0.713,2.851,4,John Deere Classic
15,Andrew Novak,0.676,2.702,4,John Deere Classic
16,Hayden Buckley,0.641,2.563,4,John Deere Classic
17,Doug Ghim,0.563,2.251,4,John Deere Classic
18,Sungjae Im,0.492,1.969,4,John Deere Classic
19,Jason Day,0.453,1.811,4,John Deere Classic
20,Sam Stevens,0.428,1.710,4,John Deere Classic
21,Ryo Hisatsune,0.423,1.691,4,John Deere Classic
22,C.T. Pan,0.373,1.490,4,John Deere Classic
23,Ben Silverman,0.371,1.485,4,John Deere Classic
24,Matt NeSmith,0.368,1.471,4,John Deere Classic
25,James Hahn,0.357,1.426,4,John Deere Classic
26,Mark Hubbard,0.341,1.364,4,John Deere Classic
27,Adam Svensson,0.337,1.349,4,John Deere Classic
28,Seamus Power,0.336,1.343,4,John Deere Classic
29,Kyle Westmoreland,0.330,1.319,4,John Deere Classic
30,Sepp Straka,0.328,1.313,4,John Deere Classic
31,Patrick Rodgers,0.311,1.243,4,John Deere Classic
32,Chan Kim,0.289,1.154,4,John Deere Classic
33,Pierceson Coody,0.273,1.093,4,John Deere Classic
34,Zac Blair,0.246,0.985,4,John Deere Classic
35,Denny McCarthy,0.215,0.859,4,John Deere Classic
36,Eric Cole,0.197,0.789,4,John Deere Classic
37,Ben Kohles,0.142,0.569,4,John Deere Classic
38,Sami Valimaki,0.139,0.557,4,John Deere Classic
39,Aaron Rai,0.128,0.513,4,John Deere Classic
40,Henrik Norlander,0.097,0.388,4,John Deere Classic
41,S.H. Kim,0.073,0.292,4,John Deere Classic
42,Harry Hall,0.061,0.243,4,John Deere Classic
43,Beau Hossler,0.041,0.163,4,John Deere Classic
44,Ben Taylor,0.033,0.133,4,John Deere Classic
45,Wilson Furr,0.003,0.010,4,John Deere Classic
46,Austin Smotherman,0.002,0.009,4,John Deere Classic
47,Joshua Creel,-0.002,-0.007,4,John Deere Classic
48,Kevin Yu,-0.008,-0.032,4,John Deere Classic
49,Ben Griffin,-0.030,-0.120,4,John Deere Classic
50,Kevin Streelman,-0.033,-0.132,4,John Deere Classic
51,Zach Johnson,-0.037,-0.150,4,John Deere Classic
52,Trace Crowe,-0.053,-0.211,4,John Deere Classic
53,J.T. Poston,-0.084,-0.335,4,John Deere Classic
54,Brendon Todd,-0.095,-0.381,4,John Deere Classic
55,Ryan Palmer,-0.149,-0.598,4,John Deere Classic
56,Brice Garnett,-0.176,-0.703,4,John Deere Classic
57,Thorbjørn Olesen,-0.177,-0.710,4,John Deere Classic
58,Nico Echavarria,-0.178,-0.712,4,John Deere Classic
59,Sam Ryder,-0.190,-0.761,4,John Deere Classic
60,Kevin Chappell,-0.215,-0.859,4,John Deere Classic
61,Stewart Cink,-0.234,-0.936,4,John Deere Classic
61,Bill Haas,-0.234,-0.936,4,John Deere Classic
63,Mac Meissner,-0.251,-1.006,4,John Deere Classic
64,David Lipsky,-0.265,-1.061,4,John Deere Classic
65,Justin Lower,-0.311,-1.245,4,John Deere Classic
66,Bud Cauley,-0.322,-1.288,4,John Deere Classic
67,Lucas Glover,-0.335,-1.341,4,John Deere Classic
68,"Blaine Hale, Jr.",-0.425,-1.701,4,John Deere Classic
69,J.J. Spaun,-0.478,-1.913,4,John Deere Classic
70,Dylan Frittelli,-0.485,-1.939,4,John Deere Classic
71,Scott Gutschewski,-0.579,-2.317,4,John Deere Classic
72,Chandler Phillips,-0.614,-2.457,4,John Deere Classic
73,Lee Hodges,-0.624,-2.498,4,John Deere Classic
74,Robby Shelton,-0.717,-2.867,4,John Deere Classic
75,Justin Suh,-0.792,-3.169,4,John Deere Classic
76,Roger Sloan,-0.804,-3.215,4,John Deere Classic
77,Adrien Dumont de Chassart,-0.946,-3.783,4,John Deere Classic
1,Jake Knapp,1.629,6.518,4,Rocket Mortgage Classic
2,Luke Clanton,1.083,4.332,4,Rocket Mortgage Classic
3,Davis Thompson,1.001,4.006,4,Rocket Mortgage Classic
4,Pierceson Coody,0.970,3.879,4,Rocket Mortgage Classic
5,Erik van Rooyen,0.921,3.685,4,Rocket Mortgage Classic
6,Patrick Fishburn,0.914,3.656,4,Rocket Mortgage Classic
7,Chris Gotterup,0.858,3.431,4,Rocket Mortgage Classic
8,Nick Dunlap,0.790,3.162,4,Rocket Mortgage Classic
9,Jhonattan Vegas,0.772,3.088,4,Rocket Mortgage Classic
10,Wesley Bryan,0.757,3.028,4,Rocket Mortgage Classic
11,Cameron Young,0.756,3.023,4,Rocket Mortgage Classic
12,Hayden Buckley,0.739,2.955,4,Rocket Mortgage Classic
13,Patrick Rodgers,0.725,2.900,4,Rocket Mortgage Classic
14,Max Greyserman,0.708,2.834,4,Rocket Mortgage Classic
15,Min Woo Lee,0.662,2.650,4,Rocket Mortgage Classic
15,J.J. Spaun,0.662,2.647,4,Rocket Mortgage Classic
17,Sam Stevens,0.651,2.606,4,Rocket Mortgage Classic
18,Joel Dahmen,0.595,2.382,4,Rocket Mortgage Classic
19,Nick Hardy,0.576,2.304,4,Rocket Mortgage Classic
20,Maverick McNealy,0.569,2.276,4,Rocket Mortgage Classic
21,Beau Hossler,0.537,2.148,4,Rocket Mortgage Classic
22,Hayden Springer,0.509,2.036,4,Rocket Mortgage Classic
23,Akshay Bhatia,0.465,1.861,4,Rocket Mortgage Classic
24,Davis Riley,0.390,1.560,4,Rocket Mortgage Classic
25,Taylor Moore,0.365,1.459,4,Rocket Mortgage Classic
25,Carl Yuan,0.365,1.460,4,Rocket Mortgage Classic
27,Taylor Pendrith,0.348,1.393,4,Rocket Mortgage Classic
28,Cam Davis,0.317,1.269,4,Rocket Mortgage Classic
29,Ryan Fox,0.290,1.162,4,Rocket Mortgage Classic
30,Eric Cole,0.252,1.010,4,Rocket Mortgage Classic
31,Chris Kirk,0.250,1.001,4,Rocket Mortgage Classic
32,Aaron Rai,0.249,0.997,4,Rocket Mortgage Classic
33,Vince Whaley,0.232,0.927,4,Rocket Mortgage Classic
34,Ben James,0.225,0.901,4,Rocket Mortgage Classic
34,Kevin Yu,0.225,0.899,4,Rocket Mortgage Classic
36,Neal Shipley,0.208,0.834,4,Rocket Mortgage Classic
37,Joe Highsmith,0.173,0.692,4,Rocket Mortgage Classic
38,Kevin Streelman,0.158,0.632,4,Rocket Mortgage Classic
39,Callum Tarren,0.111,0.446,4,Rocket Mortgage Classic
40,Nicholas Lindheim,0.098,0.392,4,Rocket Mortgage Classic
41,Ryo Hisatsune,0.075,0.299,4,Rocket Mortgage Classic
42,Peter Malnati,0.023,0.091,4,Rocket Mortgage Classic
43,Bud Cauley,-0.002,-0.007,4,Rocket Mortgage Classic
44,Luke List,-0.041,-0.164,4,Rocket Mortgage Classic
45,Rickie Fowler,-0.048,-0.191,4,Rocket Mortgage Classic
46,Ben Kohles,-0.077,-0.309,4,Rocket Mortgage Classic
47,Troy Merritt,-0.091,-0.365,4,Rocket Mortgage Classic
48,Rico Hoey,-0.107,-0.427,4,Rocket Mortgage Classic
49,"Blaine Hale, Jr.",-0.121,-0.485,4,Rocket Mortgage Classic
50,Chandler Phillips,-0.123,-0.492,4,Rocket Mortgage Classic
51,Ryan McCormick,-0.165,-0.658,4,Rocket Mortgage Classic
52,Patton Kizzire,-0.201,-0.805,4,Rocket Mortgage Classic
53,Nicolai Højgaard,-0.224,-0.896,4,Rocket Mortgage Classic
54,Harry Hall,-0.240,-0.961,4,Rocket Mortgage Classic
55,Justin Lower,-0.275,-1.098,4,Rocket Mortgage Classic
56,Zach Johnson,-0.316,-1.264,4,Rocket Mortgage Classic
57,Mark Hubbard,-0.317,-1.266,4,Rocket Mortgage Classic
58,Ben Silverman,-0.323,-1.292,4,Rocket Mortgage Classic
59,Dylan Wu,-0.371,-1.482,4,Rocket Mortgage Classic
60,Michael Kim,-0.382,-1.527,4,Rocket Mortgage Classic
61,Ben Griffin,-0.414,-1.655,4,Rocket Mortgage Classic
62,Ryan Moore,-0.418,-1.672,4,Rocket Mortgage Classic
63,Matt Kuchar,-0.430,-1.718,4,Rocket Mortgage Classic
64,Nico Echavarria,-0.504,-2.014,4,Rocket Mortgage Classic
65,Nate Lashley,-0.623,-2.491,4,Rocket Mortgage Classic
66,Roger Sloan,-0.624,-2.496,4,Rocket Mortgage Classic
67,Andrew Novak,-0.629,-2.517,4,Rocket Mortgage Classic
68,Matti Schmid,-0.717,-2.867,4,Rocket Mortgage Classic
69,David Skinns,-0.839,-3.355,4,Rocket Mortgage Classic
70,Brandon Wu,-0.870,-3.479,4,Rocket Mortgage Classic
71,Aaron Baddeley,-0.880,-3.521,4,Rocket Mortgage Classic
72,Robby Shelton,-0.920,-3.678,4,Rocket Mortgage Classic
73,Jacob Bridgeman,-0.945,-3.778,4,Rocket Mortgage Classic
74,Taylor Montgomery,-1.002,-4.008,4,Rocket Mortgage Classic
1,Viktor Hovland,1.301,5.203,4,Travelers Championship
2,Brian Harman,1.282,5.129,4,Travelers Championship
3,Hideki Matsuyama,1.042,4.166,4,Travelers Championship
4,Scottie Scheffler,0.980,3.918,4,Travelers Championship
5,Cameron Young,0.941,3.764,4,Travelers Championship
6,Tom Kim,0.933,3.730,4,Travelers Championship
7,Adam Schenk,0.926,3.703,4,Travelers Championship
8,Austin Eckroat,0.910,3.640,4,Travelers Championship
9,Akshay Bhatia,0.873,3.492,4,Travelers Championship
10,Keegan Bradley,0.641,2.563,4,Travelers Championship
11,Taylor Moore,0.640,2.558,4,Travelers Championship
12,Christiaan Bezuidenhout,0.635,2.540,4,Travelers Championship
13,Tom Hoge,0.634,2.535,4,Travelers Championship
14,Victor Perez,0.579,2.315,4,Travelers Championship
15,Matt Fitzpatrick,0.557,2.226,4,Travelers Championship
16,Tommy Fleetwood,0.533,2.131,4,Travelers Championship
17,Robert MacIntyre,0.504,2.014,4,Travelers Championship
18,Collin Morikawa,0.497,1.987,4,Travelers Championship
19,Patrick Cantlay,0.489,1.955,4,Travelers Championship
20,Will Zalatoris,0.480,1.921,4,Travelers Championship
21,Stephan Jaeger,0.457,1.829,4,Travelers Championship
22,Corey Conners,0.447,1.789,4,Travelers Championship
23,Matthieu Pavon,0.348,1.393,4,Travelers Championship
24,Ludvig Åberg,0.344,1.375,4,Travelers Championship
25,Seamus Power,0.339,1.357,4,Travelers Championship
26,Kurt Kitayama,0.322,1.286,4,Travelers Championship
27,Justin Thomas,0.290,1.158,4,Travelers Championship
28,Shane Lowry,0.288,1.150,4,Travelers Championship
29,Patrick Rodgers,0.243,0.970,4,Travelers Championship
30,Sepp Straka,0.234,0.934,4,Travelers Championship
31,Xander Schauffele,0.201,0.803,4,Travelers Championship
32,Harris English,0.196,0.783,4,Travelers Championship
33,Wyndham Clark,0.171,0.685,4,Travelers Championship
34,Thomas Detry,0.141,0.563,4,Travelers Championship
35,Adam Svensson,0.104,0.415,4,Travelers Championship
36,Sungjae Im,0.070,0.280,4,Travelers Championship
37,Sam Burns,0.066,0.264,4,Travelers Championship
38,Adam Hadwin,0.056,0.225,4,Travelers Championship
39,Lee Hodges,0.017,0.066,4,Travelers Championship
40,Nick Dunlap,-0.012,-0.050,4,Travelers Championship
41,Si Woo Kim,-0.061,-0.246,4,Travelers Championship
42,Russell Henley,-0.068,-0.272,4,Travelers Championship
43,Jason Day,-0.141,-0.564,4,Travelers Championship
44,Taylor Pendrith,-0.178,-0.711,4,Travelers Championship
45,J.T. Poston,-0.185,-0.739,4,Travelers Championship
46,Tony Finau,-0.192,-0.770,4,Travelers Championship
46,Lucas Glover,-0.192,-0.769,4,Travelers Championship
48,Jake Knapp,-0.259,-1.036,4,Travelers Championship
49,Sahith Theegala,-0.265,-1.059,4,Travelers Championship
50,Chris Kirk,-0.326,-1.306,4,Travelers Championship
51,Justin Rose,-0.391,-1.563,4,Travelers Championship
52,Ben Griffin,-0.486,-1.946,4,Travelers Championship
53,Emiliano Grillo,-0.504,-2.017,4,Travelers Championship
54,Davis Riley,-0.539,-2.155,4,Travelers Championship
55,Nick Taylor,-0.597,-2.388,4,Travelers Championship
56,Mackenzie Hughes,-0.598,-2.393,4,Travelers Championship
57,Rickie Fowler,-0.646,-2.584,4,Travelers Championship
58,Billy Horschel,-0.669,-2.678,4,Travelers Championship
59,Denny McCarthy,-0.709,-2.837,4,Travelers Championship
60,Cam Davis,-0.767,-3.067,4,Travelers Championship
61,Webb Simpson,-0.825,-3.301,4,Travelers Championship
62,Brendon Todd,-0.858,-3.431,4,Travelers Championship
63,Adam Scott,-0.921,-3.686,4,Travelers Championship
64,Andrew Putnam,-0.945,-3.779,4,Travelers Championship
65,Michael Thorbjornsen,-1.027,-4.107,4,Travelers Championship
66,Chris Gotterup,-1.079,-4.316,4,Travelers Championship
67,Jordan Spieth,-1.182,-4.730,4,Travelers Championship
68,Max Homa,-1.248,-4.994,4,Travelers Championship
69,Eric Cole,-1.749,-6.997,4,Travelers Championship
70,Peter Malnati,-2.088,-8.353,4,Travelers Championship
1,Rory McIlroy,1.773,7.092,4,U.S. Open
2,Min Woo Lee,1.466,5.864,4,U.S. Open
3,Ludvig Åberg,1.254,5.018,4,U.S. Open
4,Bryson DeChambeau,1.079,4.317,4,U.S. Open
5,Luke Clanton,1.065,4.259,4,U.S. Open
6,Corey Conners,0.953,3.813,4,U.S. Open
7,Tim Widing,0.901,3.604,4,U.S. Open
8,Tyrrell Hatton,0.859,3.437,4,U.S. Open
9,Sergio Garcia,0.763,3.054,4,U.S. Open
10,Neal Shipley,0.741,2.963,4,U.S. Open
11,Collin Morikawa,0.707,2.827,4,U.S. Open
12,Tommy Fleetwood,0.699,2.797,4,U.S. Open
13,Jordan Spieth,0.680,2.719,4,U.S. Open
14,Tom McKibbin,0.670,2.682,4,U.S. Open
15,Sam Burns,0.654,2.618,4,U.S. Open
16,Brooks Koepka,0.643,2.571,4,U.S. Open
17,Akshay Bhatia,0.637,2.549,4,U.S. Open
18,Sepp Straka,0.553,2.211,4,U.S. Open
19,Isaiah Salinda,0.523,2.094,4,U.S. Open
20,Patrick Cantlay,0.466,1.866,4,U.S. Open
21,Tony Finau,0.408,1.634,4,U.S. Open
22,Hideki Matsuyama,0.380,1.519,4,U.S. Open
23,Max Greyserman,0.327,1.309,4,U.S. Open
24,Billy Horschel,0.316,1.266,4,U.S. Open
25,Matthieu Pavon,0.276,1.105,4,U.S. Open
26,Scottie Scheffler,0.274,1.097,4,U.S. Open
27,Daniel Berger,0.254,1.017,4,U.S. Open
28,Harris English,0.253,1.012,4,U.S. Open
29,Davis Thompson,0.224,0.897,4,U.S. Open
30,Stephan Jaeger,0.188,0.754,4,U.S. Open
31,Adam Svensson,0.174,0.695,4,U.S. Open
32,Cameron Young,0.165,0.660,4,U.S. Open
33,Adam Scott,0.160,0.639,4,U.S. Open
34,Si Woo Kim,0.149,0.595,4,U.S. Open
35,Taylor Pendrith,0.111,0.446,4,U.S. Open
36,Dean Burmester,0.110,0.439,4,U.S. Open
37,Nico Echavarria,0.103,0.413,4,U.S. Open
38,Sahith Theegala,0.093,0.373,4,U.S. Open
39,Aaron Rai,0.089,0.357,4,U.S. Open
40,Brian Harman,0.067,0.268,4,U.S. Open
41,Mark Hubbard,0.053,0.213,4,U.S. Open
42,Sam Bennett,0.040,0.159,4,U.S. Open
43,Ryan Fox,0.030,0.120,4,U.S. Open
44,Russell Henley,0.000,0.000,4,U.S. Open
44,David Puig,0.000,0.001,4,U.S. Open
46,Nicolai Højgaard,-0.001,-0.004,4,U.S. Open
47,Austin Eckroat,-0.002,-0.008,4,U.S. Open
48,Shane Lowry,-0.004,-0.017,4,U.S. Open
49,Xander Schauffele,-0.041,-0.164,4,U.S. Open
50,Tom Kim,-0.047,-0.188,4,U.S. Open
51,Chris Kirk,-0.110,-0.438,4,U.S. Open
52,Emiliano Grillo,-0.134,-0.535,4,U.S. Open
53,Keegan Bradley,-0.140,-0.560,4,U.S. Open
54,Zac Blair,-0.151,-0.603,4,U.S. Open
55,Jackson Suber,-0.168,-0.671,4,U.S. Open
56,Christiaan Bezuidenhout,-0.169,-0.676,4,U.S. Open
57,Matt Fitzpatrick,-0.180,-0.718,4,U.S. Open
58,Denny McCarthy,-0.190,-0.760,4,U.S. Open
59,J.T. Poston,-0.246,-0.982,4,U.S. Open
60,Wyndham Clark,-0.265,-1.059,4,U.S. Open
61,S.H. Kim,-0.310,-1.240,4,U.S. Open
62,Martin Kaymer,-0.348,-1.392,4,U.S. Open
63,Ben Kohles,-0.478,-1.913,4,U.S. Open
64,Matt Kuchar,-0.593,-2.371,4,U.S. Open
65,Brendon Todd,-0.613,-2.453,4,U.S. Open
66,Frankie Capan III,-0.660,-2.640,4,U.S. Open
67,Gunnar Broin,-0.665,-2.660,4,U.S. Open
68,Francesco Molinari,-0.731,-2.924,4,U.S. Open
69,Greyson Sigg,-0.798,-3.191,4,U.S. Open
70,Thomas Detry,-0.806,-3.222,4,U.S. Open
71,Justin Lower,-0.838,-3.350,4,U.S. Open
72,Brandon Wu,-0.908,-3.633,4,U.S. Open
73,Brian Campbell,-0.983,-3.930,4,U.S. Open
74,Cameron Smith,-1.350,-5.399,4,U.S. Open
1,Akshay Bhatia,1.033,4.130,4,the Memorial Tournament presented by Workday
2,Sahith Theegala,0.925,3.700,4,the Memorial Tournament presented by Workday
3,Si Woo Kim,0.835,3.339,4,the Memorial Tournament presented by Workday
4,Collin Morikawa,0.786,3.144,4,the Memorial Tournament presented by Workday
5,Viktor Hovland,0.772,3.087,4,the Memorial Tournament presented by Workday
6,Sepp Straka,0.673,2.690,4,the Memorial Tournament presented by Workday
7,Sungjae Im,0.666,2.662,4,the Memorial Tournament presented by Workday
8,Tom Kim,0.621,2.483,4,the Memorial Tournament presented by Workday
9,Matt Fitzpatrick,0.573,2.292,4,the Memorial Tournament presented by Workday
10,Cam Davis,0.515,2.058,4,the Memorial Tournament presented by Workday
11,Byeong Hun An,0.474,1.895,4,the Memorial Tournament presented by Workday
12,Cameron Young,0.440,1.761,4,the Memorial Tournament presented by Workday
13,Sam Burns,0.435,1.739,4,the Memorial Tournament presented by Workday
14,Xander Schauffele,0.411,1.644,4,the Memorial Tournament presented by Workday
15,Tommy Fleetwood,0.337,1.348,4,the Memorial Tournament presented by Workday
16,Adam Hadwin,0.319,1.277,4,the Memorial Tournament presented by Workday
17,Brian Harman,0.290,1.160,4,the Memorial Tournament presented by Workday
18,Scottie Scheffler,0.222,0.889,4,the Memorial Tournament presented by Workday
19,Billy Horschel,0.215,0.861,4,the Memorial Tournament presented by Workday
20,Rory McIlroy,0.204,0.816,4,the Memorial Tournament presented by Workday
21,Nick Taylor,0.198,0.792,4,the Memorial Tournament presented by Workday
22,Christiaan Bezuidenhout,0.195,0.779,4,the Memorial Tournament presented by Workday
23,Corey Conners,0.168,0.671,4,the Memorial Tournament presented by Workday
23,Shane Lowry,0.168,0.670,4,the Memorial Tournament presented by Workday
25,Tom Hoge,0.122,0.489,4,the Memorial Tournament presented by Workday
26,Austin Eckroat,0.109,0.437,4,the Memorial Tournament presented by Workday
27,Thomas Detry,0.047,0.188,4,the Memorial Tournament presented by Workday
27,Will Zalatoris,0.047,0.189,4,the Memorial Tournament presented by Workday
29,Adam Svensson,0.023,0.090,4,the Memorial Tournament presented by Workday
30,Hideki Matsuyama,0.018,0.073,4,the Memorial Tournament presented by Workday
31,Jackson Koivun,0.017,0.066,4,the Memorial Tournament presented by Workday
32,Emiliano Grillo,0.013,0.052,4,the Memorial Tournament presented by Workday
33,Tony Finau,0.010,0.039,4,the Memorial Tournament presented by Workday
34,Taylor Pendrith,-0.058,-0.234,4,the Memorial Tournament presented by Workday
35,Russell Henley,-0.065,-0.260,4,the Memorial Tournament presented by Workday
36,Ludvig Åberg,-0.100,-0.402,4,the Memorial Tournament presented by Workday
37,Alex Noren,-0.118,-0.473,4,the Memorial Tournament presented by Workday
38,Victor Perez,-0.224,-0.898,4,the Memorial Tournament presented by Workday
39,Max Homa,-0.239,-0.956,4,the Memorial Tournament presented by Workday
40,Eric Cole,-0.256,-1.023,4,the Memorial Tournament presented by Workday
41,J.T. Poston,-0.321,-1.285,4,the Memorial Tournament presented by Workday
42,Justin Thomas,-0.334,-1.337,4,the Memorial Tournament presented by Workday
43,Peter Malnati,-0.365,-1.462,4,the Memorial Tournament presented by Workday
44,Davis Thompson,-0.380,-1.520,4,the Memorial Tournament presented by Workday
45,Seamus Power,-0.435,-1.742,4,the Memorial Tournament presented by Workday
46,Nick Dunlap,-0.493,-1.973,4,the Memorial Tournament presented by Workday
47,Matt Kuchar,-0.520,-2.080,4,the Memorial Tournament presented by Workday
48,Jason Day,-0.551,-2.205,4,the Memorial Tournament presented by Workday
49,Keegan Bradley,-0.619,-2.476,4,the Memorial Tournament presented by Workday
50,Denny McCarthy,-0.834,-3.337,4,the Memorial Tournament presented by Workday
51,Lee Hodges,-1.177,-4.710,4,the Memorial Tournament presented by Workday
52,Andrew Putnam,-1.624,-6.498,4,the Memorial Tournament presented by Workday
1,Sam Stevens,1.294,5.175,4,RBC Canadian Open
2,Aaron Rai,1.267,5.069,4,RBC Canadian Open
3,Andrew Novak,1.197,4.790,4,RBC Canadian Open
4,Mac Meissner,1.193,4.771,4,RBC Canadian Open
5,Ryan Fox,1.169,4.678,4,RBC Canadian Open
6,Jhonattan Vegas,1.110,4.440,4,RBC Canadian Open
7,Erik van Rooyen,0.985,3.942,4,RBC Canadian Open
8,Carson Young,0.961,3.844,4,RBC Canadian Open
9,Tyler Duncan,0.950,3.799,4,RBC Canadian Open
10,Keith Mitchell,0.869,3.475,4,RBC Canadian Open
11,Adam Svensson,0.856,3.425,4,RBC Canadian Open
12,David Skinns,0.803,3.211,4,RBC Canadian Open
13,Sam Burns,0.800,3.201,4,RBC Canadian Open
14,Adam Scott,0.794,3.176,4,RBC Canadian Open
15,Joel Dahmen,0.725,2.899,4,RBC Canadian Open
16,Ryo Hisatsune,0.659,2.635,4,RBC Canadian Open
17,Tom Kim,0.594,2.378,4,RBC Canadian Open
18,Jorge Campillo,0.539,2.157,4,RBC Canadian Open
19,Ryan Palmer,0.487,1.947,4,RBC Canadian Open
20,Akshay Bhatia,0.484,1.935,4,RBC Canadian Open
21,Rory McIlroy,0.468,1.871,4,RBC Canadian Open
22,Kevin Yu,0.461,1.845,4,RBC Canadian Open
23,Sami Valimaki,0.431,1.723,4,RBC Canadian Open
24,Harry Hall,0.392,1.568,4,RBC Canadian Open
25,Adrien Dumont de Chassart,0.359,1.436,4,RBC Canadian Open
26,Shane Lowry,0.341,1.364,4,RBC Canadian Open
27,Beau Hossler,0.276,1.103,4,RBC Canadian Open
28,Robert MacIntyre,0.267,1.070,4,RBC Canadian Open
29,Ben Griffin,0.262,1.047,4,RBC Canadian Open
30,Lanto Griffin,0.253,1.013,4,RBC Canadian Open
31,Nick Hardy,0.238,0.953,4,RBC Canadian Open
32,Pierceson Coody,0.174,0.698,4,RBC Canadian Open
33,Stewart Cink,0.157,0.628,4,RBC Canadian Open
34,Ryan Moore,0.129,0.517,4,RBC Canadian Open
35,Matt Wallace,0.122,0.488,4,RBC Canadian Open
36,Kelly Kraft,0.117,0.470,4,RBC Canadian Open
37,Chez Reavie,0.084,0.336,4,RBC Canadian Open
38,Chesson Hadley,-0.002,-0.009,4,RBC Canadian Open
39,Garrick Higgo,-0.012,-0.049,4,RBC Canadian Open
40,Mark Hubbard,-0.025,-0.099,4,RBC Canadian Open
41,Michael Kim,-0.047,-0.189,4,RBC Canadian Open
42,Maverick McNealy,-0.086,-0.342,4,RBC Canadian Open
43,Mackenzie Hughes,-0.123,-0.493,4,RBC Canadian Open
44,Nate Lashley,-0.133,-0.530,4,RBC Canadian Open
45,Vince Whaley,-0.140,-0.560,4,RBC Canadian Open
46,Kevin Tway,-0.156,-0.622,4,RBC Canadian Open
47,C.T. Pan,-0.224,-0.897,4,RBC Canadian Open
48,Trace Crowe,-0.228,-0.910,4,RBC Canadian Open
49,Vincent Norrman,-0.234,-0.937,4,RBC Canadian Open
50,Zac Blair,-0.240,-0.959,4,RBC Canadian Open
51,Myles Creighton,-0.281,-1.125,4,RBC Canadian Open
52,Chandler Phillips,-0.307,-1.228,4,RBC Canadian Open
53,Corey Conners,-0.324,-1.296,4,RBC Canadian Open
54,Gary Woodland,-0.340,-1.361,4,RBC Canadian Open
55,Joseph Bramlett,-0.349,-1.394,4,RBC Canadian Open
56,Tommy Fleetwood,-0.354,-1.417,4,RBC Canadian Open
57,Victor Perez,-0.382,-1.527,4,RBC Canadian Open
58,Kevin Streelman,-0.384,-1.534,4,RBC Canadian Open
59,Taylor Pendrith,-0.390,-1.560,4,RBC Canadian Open
60,Sean O'Hair,-0.392,-1.569,4,RBC Canadian Open
61,Jacob Bridgeman,-0.436,-1.744,4,RBC Canadian Open
62,Chad Ramey,-0.451,-1.803,4,RBC Canadian Open
63,Brandon Wu,-0.522,-2.088,4,RBC Canadian Open
64,Erik Barnes,-0.643,-2.571,4,RBC Canadian Open
65,Wil Bateman,-0.699,-2.796,4,RBC Canadian Open
66,Nicolai Højgaard,-0.760,-3.039,4,RBC Canadian Open
67,Thorbjørn Olesen,-0.984,-3.936,4,RBC Canadian Open
68,Ben Silverman,-1.161,-4.644,4,RBC Canadian Open
69,David Hearn,-2.030,-8.120,4,RBC Canadian Open
1,Keegan Bradley,1.441,5.766,4,Charles Schwab Challenge
2,Aaron Rai,1.077,4.307,4,Charles Schwab Challenge
3,Rickie Fowler,0.997,3.989,4,Charles Schwab Challenge
4,Jordan Spieth,0.993,3.972,4,Charles Schwab Challenge
5,Collin Morikawa,0.953,3.812,4,Charles Schwab Challenge
6,Davis Riley,0.917,3.669,4,Charles Schwab Challenge
7,Scottie Scheffler,0.892,3.568,4,Charles Schwab Challenge
8,Tom Hoge,0.730,2.921,4,Charles Schwab Challenge
9,Min Woo Lee,0.673,2.694,4,Charles Schwab Challenge
10,Tom Kim,0.671,2.683,4,Charles Schwab Challenge
11,Charley Hoffman,0.652,2.610,4,Charles Schwab Challenge
12,Davis Thompson,0.649,2.596,4,Charles Schwab Challenge
13,Mac Meissner,0.586,2.345,4,Charles Schwab Challenge
14,Tony Finau,0.580,2.319,4,Charles Schwab Challenge
15,Daniel Berger,0.572,2.290,4,Charles Schwab Challenge
16,Sungjae Im,0.555,2.222,4,Charles Schwab Challenge
17,Justin Rose,0.539,2.157,4,Charles Schwab Challenge
18,Mark Hubbard,0.508,2.031,4,Charles Schwab Challenge
19,C.T. Pan,0.459,1.836,4,Charles Schwab Challenge
20,Vincent Norrman,0.453,1.814,4,Charles Schwab Challenge
21,Gary Woodland,0.432,1.727,4,Charles Schwab Challenge
22,J.T. Poston,0.423,1.693,4,Charles Schwab Challenge
