rank,player,total,total_sg_ott_avg,total_sg_apr_avg,total_sg_arg_avg,measured_rounds,tournament
73,Pierceson Coody,-1.369,0.217,-1.793,0.207,4,3M Open
74,Aaron Baddeley,-1.581,-2.104,0.588,-0.065,4,3M Open
1,Vince Whaley,2.332,0.274,0.480,1.569,4,Barracuda Championship
2,Mac Meissner,2.280,0.487,0.550,1.234,4,Barracuda Championship
3,Taylor Pendrith,2.277,0.239,1.360,0.670,4,Barracuda Championship
4,Nick Dunlap,2.251,1.353,0.120,0.770,4,Barracuda Championship
5,Neal Shipley,2.240,0.276,2.124,-0.169,4,Barracuda Championship
6,Henrik Norlander,2.203,0.138,0.869,1.187,4,Barracuda Championship
7,Andrew Putnam,2.172,-0.971,2.070,1.064,4,Barracuda Championship
8,Hayden Buckley,2.147,0.010,2.057,0.072,4,Barracuda Championship
9,Patrick Fishburn,2.036,1.049,1.111,-0.133,4,Barracuda Championship
10,Patton Kizzire,1.906,0.602,0.902,0.393,4,Barracuda Championship
11,Patrick Rodgers,1.899,1.186,-0.525,1.229,4,Barracuda Championship
12,Paul Waring,1.891,1.168,0.231,0.484,4,Barracuda Championship
13,Chan Kim,1.643,1.043,0.596,-0.004,4,Barracuda Championship
14,J.J. Spaun,1.622,0.466,1.350,0.048,4,Barracuda Championship
15,Joseph Bramlett,1.556,0.333,0.806,0.409,4,Barracuda Championship
16,Charley Hoffman,1.520,0.581,0.276,0.655,4,Barracuda Championship
17,Ian Gilligan,1.462,-0.167,0.992,0.629,4,Barracuda Championship
18,Michael Kim,1.453,0.310,1.043,0.092,4,Barracuda Championship
19,Justin Suh,1.353,0.508,0.870,-0.033,4,Barracuda Championship
20,MJ Daffue,1.304,1.074,0.451,-0.230,4,Barracuda Championship
21,Kevin Chappell,1.247,0.581,0.173,0.485,4,Barracuda Championship
22,Sam Ryder,1.239,0.180,0.989,0.061,4,Barracuda Championship
23,Will Gordon,1.225,0.636,1.818,-1.237,4,Barracuda Championship
24,Max Rottluff,1.222,1.313,0.053,-0.152,4,Barracuda Championship
25,Robby Shelton,1.208,-0.295,0.552,0.943,4,Barracuda Championship
26,Max Greyserman,1.175,1.758,-0.459,-0.132,4,Barracuda Championship
27,Chesson Hadley,1.143,1.110,0.658,-0.634,4,Barracuda Championship
28,Ben Silverman,1.135,0.464,0.901,-0.239,4,Barracuda Championship
29,Oliver Wilson,1.115,0.328,0.354,0.424,4,Barracuda Championship
30,Todd Clements,1.030,1.035,-0.045,0.031,4,Barracuda Championship
31,Lanto Griffin,1.000,0.713,-0.598,0.876,4,Barracuda Championship
32,Max Kieffer,0.993,0.603,0.656,-0.275,4,Barracuda Championship
33,Rico Hoey,0.934,-0.298,0.972,0.251,4,Barracuda Championship
34,Casey Jarvis,0.894,0.036,0.714,0.136,4,Barracuda Championship
35,Sam Stevens,0.862,0.749,-0.598,0.702,4,Barracuda Championship
36,Martin Laird,0.826,0.461,-1.021,1.378,4,Barracuda Championship
37,Chad Ramey,0.824,0.046,-0.110,0.879,4,Barracuda Championship
38,Adrien Saddier,0.814,-0.062,1.138,-0.271,4,Barracuda Championship
39,Ben Taylor,0.811,-0.137,0.148,0.792,4,Barracuda Championship
40,Marcus Armitage,0.799,0.567,0.960,-0.737,4,Barracuda Championship
41,Alex Smalley,0.790,-1.023,0.885,0.920,4,Barracuda Championship
42,Mark Hubbard,0.760,0.729,0.397,-0.375,4,Barracuda Championship
43,Mitchell Schow,0.691,0.287,0.337,0.058,4,Barracuda Championship
44,Lukas Nemecz,0.628,0.002,-0.035,0.652,4,Barracuda Championship
45,Alejandro Tosti,0.627,-0.030,0.055,0.594,4,Barracuda Championship
46,Sean O'Hair,0.436,-0.622,0.567,0.483,4,Barracuda Championship
47,S.Y. Noh,0.423,-0.510,0.402,0.521,4,Barracuda Championship
48,Chez Reavie,0.388,-0.666,0.996,0.049,4,Barracuda Championship
49,Cameron Champ,0.316,0.116,0.660,-0.468,4,Barracuda Championship
50,Nate Lashley,0.211,-0.057,0.392,-0.133,4,Barracuda Championship
51,Jake Knapp,0.172,-0.908,0.206,0.865,4,Barracuda Championship
52,Nick Watney,0.140,-0.607,0.988,-0.249,4,Barracuda Championship
53,Jayden Schaper,0.134,0.054,-0.897,0.969,4,Barracuda Championship
54,S.H. Kim,-0.051,-0.382,0.702,-0.380,4,Barracuda Championship
55,Matti Schmid,-0.176,0.921,-0.403,-0.702,4,Barracuda Championship
56,Santiago Tarrio,-0.511,-1.455,0.762,0.173,4,Barracuda Championship
57,Michael Thorbjornsen,-0.522,0.210,-0.166,-0.575,4,Barracuda Championship
58,Scott Gutschewski,-0.564,-0.609,-0.202,0.238,4,Barracuda Championship
59,Scott Piercy,-0.755,0.351,-0.342,-0.772,4,Barracuda Championship
60,Espen Kofstad,-0.800,0.345,-0.384,-0.769,4,Barracuda Championship
61,Hurly Long,-0.933,0.199,-1.107,0.217,4,Barracuda Championship
62,Sam Bairstow,-1.099,-0.400,-0.860,0.153,4,Barracuda Championship
63,Ryan Brehm,-1.112,0.378,-0.393,-1.105,4,Barracuda Championship
64,Peter Malnati,-1.327,-0.437,-1.454,0.556,4,Barracuda Championship
65,Chase Hanna,-2.013,-0.431,-1.651,0.060,4,Barracuda Championship
1,Zac Blair,3.250,0.512,2.193,0.545,4,ISCO Championship
2,Rico Hoey,2.563,0.469,0.636,1.458,4,ISCO Championship
3,Harry Hall,2.498,-0.452,1.887,1.063,4,ISCO Championship
4,Chan Kim,2.159,0.657,0.871,0.631,4,ISCO Championship
5,Sam Bairstow,1.968,1.306,0.931,-0.269,4,ISCO Championship
6,Max Rottluff,1.858,-0.489,2.300,0.047,4,ISCO Championship
7,Mac Meissner,1.844,0.751,0.472,0.621,4,ISCO Championship
8,Neal Shipley,1.808,0.537,0.895,0.375,4,ISCO Championship
9,S.Y. Noh,1.760,0.428,0.397,0.934,4,ISCO Championship
10,David Lipsky,1.657,-0.097,1.535,0.219,4,ISCO Championship
11,Chez Reavie,1.625,-0.383,2.055,-0.046,4,ISCO Championship
12,Austin Smotherman,1.538,0.446,1.285,-0.193,4,ISCO Championship
13,Tom Vaillant,1.529,0.087,0.102,1.340,4,ISCO Championship
14,Pierceson Coody,1.504,0.686,-0.363,1.180,4,ISCO Championship
15,Nick Hardy,1.466,0.703,1.202,-0.439,4,ISCO Championship
16,Andy Sullivan,1.433,1.303,0.463,-0.334,4,ISCO Championship
17,Fabrizio Zanotti,1.403,0.764,0.329,0.309,4,ISCO Championship
18,Angel Hidalgo Portillo,1.381,0.611,0.921,-0.151,4,ISCO Championship
19,Matthis Besard,1.347,0.500,0.587,0.260,4,ISCO Championship
20,Cody Gribble,1.322,0.285,0.522,0.515,4,ISCO Championship
21,Andrea Pavan,1.250,-0.027,1.276,0.001,4,ISCO Championship
22,Adrien Saddier,1.124,0.372,0.928,-0.176,4,ISCO Championship
23,Callum Tarren,1.100,0.515,-0.002,0.586,4,ISCO Championship
24,Lanto Griffin,1.066,0.691,0.396,-0.021,4,ISCO Championship
24,Ben Taylor,1.066,0.585,0.236,0.245,4,ISCO Championship
26,Luke Clanton,1.016,1.614,-0.014,-0.584,4,ISCO Championship
27,Henrik Norlander,1.015,0.568,-0.151,0.598,4,ISCO Championship
28,Matt NeSmith,0.988,-0.407,1.921,-0.527,4,ISCO Championship
29,Brandon Wu,0.913,-0.701,1.427,0.187,4,ISCO Championship
30,Patton Kizzire,0.903,0.302,0.376,0.224,4,ISCO Championship
31,Chad Ramey,0.857,-0.107,1.274,-0.310,4,ISCO Championship
32,Lukas Nemecz,0.849,0.183,0.507,0.159,4,ISCO Championship
33,Dylan Wu,0.802,0.003,0.494,0.304,4,ISCO Championship
34,Johannes Veerman,0.773,0.861,-0.460,0.372,4,ISCO Championship
35,Ben Silverman,0.740,0.935,-0.465,0.269,4,ISCO Championship
36,Cooper Musselman,0.733,0.723,0.195,-0.186,4,ISCO Championship
37,William McGirt,0.731,-0.011,0.310,0.431,4,ISCO Championship
38,Russell Knox,0.629,-0.676,0.646,0.658,4,ISCO Championship
39,Sam Ryder,0.549,-0.102,0.588,0.064,4,ISCO Championship
40,Sebastian Friedrichsen,0.503,-0.277,0.682,0.097,4,ISCO Championship
41,Spencer Cross,0.499,0.027,0.272,0.200,4,ISCO Championship
42,Ricardo Gouveia,0.456,0.850,0.210,-0.604,4,ISCO Championship
43,Jonathan Byrd,0.386,0.094,0.216,0.076,4,ISCO Championship
44,J.J. Spaun,0.382,-0.644,1.044,-0.018,4,ISCO Championship
45,Hayden Springer,0.327,0.025,0.664,-0.362,4,ISCO Championship
46,Patrick Fishburn,0.312,1.091,-0.503,-0.277,4,ISCO Championship
47,Jacques Kruyswijk,0.306,0.472,-0.406,0.239,4,ISCO Championship
48,Ryan Moore,0.292,0.202,-0.067,0.156,4,ISCO Championship
49,MJ Daffue,0.239,-0.244,0.466,0.017,4,ISCO Championship
50,Aaron Baddeley,0.219,-0.344,0.290,0.273,4,ISCO Championship
51,Troy Merritt,0.191,-0.488,0.971,-0.292,4,ISCO Championship
52,Kevin Tway,0.089,0.420,0.032,-0.364,4,ISCO Championship
53,Alex Smalley,-0.003,0.120,-0.253,0.129,4,ISCO Championship
54,S.H. Kim,-0.091,0.021,-0.106,-0.006,4,ISCO Championship
55,Andrew Wilson,-0.189,-0.071,-0.205,0.087,4,ISCO Championship
56,Roger Sloan,-0.251,-0.593,0.708,-0.366,4,ISCO Championship
57,Brandt Snedeker,-0.329,-0.964,0.057,0.578,4,ISCO Championship
58,Francesco Laporta,-0.385,0.759,-0.145,-0.998,4,ISCO Championship
59,Ryan McCormick,-0.601,-0.918,0.610,-0.292,4,ISCO Championship
60,Kevin Chappell,-0.632,0.528,-0.768,-0.392,4,ISCO Championship
61,Marcus Kinhult,-0.739,0.195,-0.778,-0.157,4,ISCO Championship
62,Garrick Higgo,-0.878,0.232,-0.606,-0.504,4,ISCO Championship
63,Bill Haas,-1.203,-1.076,-0.499,0.372,4,ISCO Championship
64,Hayden Buckley,-1.294,-0.436,-0.619,-0.239,4,ISCO Championship
65,Kevin Kisner,-1.409,-1.153,-0.251,-0.005,4,ISCO Championship
66,Paul Barjon,-1.459,0.702,-1.417,-0.744,4,ISCO Championship
67,James Hahn,-1.566,-0.412,-0.797,-0.357,4,ISCO Championship
1,Rory McIlroy,2.581,1.355,-0.007,1.233,4,Genesis Scottish Open
2,Niklas Norgaard,2.435,1.630,0.848,-0.042,4,Genesis Scottish Open
3,Haotong Li,2.337,1.203,0.825,0.310,4,Genesis Scottish Open
4,Robert MacIntyre,2.176,0.690,1.413,0.073,4,Genesis Scottish Open
5,Cam Davis,2.112,0.654,0.401,1.057,4,Genesis Scottish Open
6,Matteo Manassero,1.962,-0.129,2.207,-0.116,4,Genesis Scottish Open
7,Brian Harman,1.802,0.047,1.600,0.155,4,Genesis Scottish Open
8,Tom Kim,1.748,0.760,0.876,0.112,4,Genesis Scottish Open
9,Adam Scott,1.704,1.046,0.678,-0.020,4,Genesis Scottish Open
10,Tommy Fleetwood,1.701,0.767,0.894,0.041,4,Genesis Scottish Open
11,Sungjae Im,1.557,-0.127,0.744,0.940,4,Genesis Scottish Open
12,Jorge Campillo,1.432,0.167,0.923,0.342,4,Genesis Scottish Open
13,Alex Noren,1.377,0.336,0.298,0.743,4,Genesis Scottish Open
14,Nicolai Højgaard,1.376,0.452,1.617,-0.694,4,Genesis Scottish Open
15,Ben Griffin,1.369,0.391,0.866,0.111,4,Genesis Scottish Open
16,Erik van Rooyen,1.316,0.538,1.356,-0.578,4,Genesis Scottish Open
17,Si Woo Kim,1.255,0.306,0.667,0.281,4,Genesis Scottish Open
18,Ludvig Åberg,1.240,0.419,0.762,0.059,4,Genesis Scottish Open
19,Antoine Rozner,1.221,-0.482,1.242,0.460,4,Genesis Scottish Open
20,Collin Morikawa,1.185,0.000,0.851,0.334,4,Genesis Scottish Open
21,Xander Schauffele,1.064,0.010,1.090,-0.037,4,Genesis Scottish Open
22,Gary Woodland,1.001,0.510,-0.214,0.704,4,Genesis Scottish Open
23,Sahith Theegala,0.976,0.533,0.295,0.147,4,Genesis Scottish Open
24,Corey Conners,0.955,-0.133,0.826,0.262,4,Genesis Scottish Open
25,Alejandro Del Rey,0.888,0.427,0.493,-0.032,4,Genesis Scottish Open
26,Ryan Fox,0.885,-0.348,0.955,0.277,4,Genesis Scottish Open
27,Harris English,0.869,0.310,0.705,-0.146,4,Genesis Scottish Open
28,Rasmus Højgaard,0.853,0.399,-0.295,0.749,4,Genesis Scottish Open
29,Thomas Detry,0.798,0.613,0.471,-0.286,4,Genesis Scottish Open
30,Aaron Rai,0.781,0.232,-0.376,0.926,4,Genesis Scottish Open
31,Kurt Kitayama,0.768,0.463,-0.094,0.398,4,Genesis Scottish Open
32,Romain Langasque,0.742,-0.310,0.722,0.330,4,Genesis Scottish Open
33,Jesper Svensson,0.729,-0.155,0.977,-0.092,4,Genesis Scottish Open
34,Nick Bachem,0.723,0.893,-0.335,0.164,4,Genesis Scottish Open
35,Max Greyserman,0.715,-0.056,0.481,0.290,4,Genesis Scottish Open
36,Davis Thompson,0.699,0.543,-1.055,1.211,4,Genesis Scottish Open
37,Shubhankar Sharma,0.631,-0.677,2.372,-1.065,4,Genesis Scottish Open
38,Max Kieffer,0.592,-0.044,0.561,0.075,4,Genesis Scottish Open
39,Nick Taylor,0.580,-0.641,0.708,0.512,4,Genesis Scottish Open
40,Matthew Jordan,0.564,0.462,-0.641,0.743,4,Genesis Scottish Open
41,Marcel Siem,0.557,0.249,0.014,0.294,4,Genesis Scottish Open
42,Richard Mansell,0.509,0.539,-0.419,0.389,4,Genesis Scottish Open
43,Victor Perez,0.452,0.637,0.524,-0.709,4,Genesis Scottish Open
44,Lee Hodges,0.427,0.207,-0.014,0.233,4,Genesis Scottish Open
45,Sam Stevens,0.360,0.500,-0.290,0.150,4,Genesis Scottish Open
46,Ben Kohles,0.337,0.102,-0.041,0.277,4,Genesis Scottish Open
47,Charley Hoffman,0.304,0.098,-0.135,0.340,4,Genesis Scottish Open
48,Wyndham Clark,0.271,0.200,-0.298,0.369,4,Genesis Scottish Open
49,Grant Forrest,0.206,0.170,0.502,-0.467,4,Genesis Scottish Open
50,Francesco Molinari,0.161,0.023,0.863,-0.725,4,Genesis Scottish Open
51,Thorbjørn Olesen,0.114,-0.097,-0.273,0.484,4,Genesis Scottish Open
52,Yannik Paul,-0.034,0.409,0.012,-0.455,4,Genesis Scottish Open
53,Daniel Hillier,-0.115,0.341,0.254,-0.710,4,Genesis Scottish Open
54,Junghwan Lee,-0.180,0.141,0.041,-0.363,4,Genesis Scottish Open
55,Connor Syme,-0.187,0.104,-0.148,-0.143,4,Genesis Scottish Open
56,Adam Hadwin,-0.204,-0.149,0.929,-0.984,4,Genesis Scottish Open
57,Ugo Coussaud,-0.322,0.356,-0.182,-0.497,4,Genesis Scottish Open
58,Justin Thomas,-0.406,-0.064,-0.379,0.037,4,Genesis Scottish Open
59,Jens Dantorp,-0.561,-0.358,0.114,-0.317,4,Genesis Scottish Open
60,Daniel Brown,-0.596,-0.016,-0.695,0.115,4,Genesis Scottish Open
61,Brendon Todd,-0.663,-0.496,-0.406,0.239,4,Genesis Scottish Open
62,Viktor Hovland,-0.780,0.216,-0.393,-0.603,4,Genesis Scottish Open
63,Mackenzie Hughes,-0.787,-1.409,0.126,0.496,4,Genesis Scottish Open
64,Stewart Cink,-0.796,-1.004,0.479,-0.270,4,Genesis Scottish Open
65,Eric Cole,-0.883,-0.588,-0.527,0.232,4,Genesis Scottish Open
66,Min Woo Lee,-0.950,0.770,-1.871,0.151,4,Genesis Scottish Open
67,Matt Fitzpatrick,-0.953,-0.225,-0.254,-0.474,4,Genesis Scottish Open
68,Andrew Novak,-0.978,-0.456,-0.055,-0.467,4,Genesis Scottish Open
69,Max Homa,-1.043,-0.092,-1.380,0.429,4,Genesis Scottish Open
70,Ashun Wu,-1.318,-0.793,-0.713,0.188,4,Genesis Scottish Open
71,Seamus Power,-1.356,0.509,-1.051,-0.815,4,Genesis Scottish Open
72,Justin Lower,-1.635,0.304,-0.796,-1.143,4,Genesis Scottish Open
73,Julien Guerrier,-1.675,-0.378,-0.356,-0.940,4,Genesis Scottish Open
74,Taylor Montgomery,-2.643,-1.606,-0.676,-0.361,4,Genesis Scottish Open
1,Luke Clanton,3.193,0.972,1.700,0.521,4,John Deere Classic
2,Michael Thorbjornsen,3.022,1.132,1.268,0.622,4,John Deere Classic
3,C.T. Pan,2.879,0.373,1.112,1.394,4,John Deere Classic
4,Davis Thompson,2.814,0.806,0.676,1.333,4,John Deere Classic
5,Keith Mitchell,2.511,0.713,1.812,-0.014,4,John Deere Classic
6,Jhonattan Vegas,2.445,1.238,0.683,0.524,4,John Deere Classic
7,Carson Young,2.341,0.846,1.494,0.002,4,John Deere Classic
8,Seamus Power,2.152,0.336,1.517,0.299,4,John Deere Classic
9,Sungjae Im,2.133,0.492,0.809,0.831,4,John Deere Classic
10,Hayden Springer,2.107,1.152,0.351,0.604,4,John Deere Classic
11,Eric Cole,2.073,0.197,0.796,1.079,4,John Deere Classic
12,Chan Kim,1.987,0.289,0.867,0.832,4,John Deere Classic
13,Denny McCarthy,1.977,0.215,0.220,1.542,4,John Deere Classic
14,Harry Hall,1.931,0.061,0.397,1.472,4,John Deere Classic
15,Joshua Creel,1.845,-0.002,1.561,0.286,4,John Deere Classic
16,Max Greyserman,1.827,1.666,0.559,-0.397,4,John Deere Classic
17,Ben Silverman,1.621,0.371,0.935,0.315,4,John Deere Classic
18,Adam Svensson,1.605,0.337,0.823,0.445,4,John Deere Classic
19,Joel Dahmen,1.531,0.737,1.404,-0.610,4,John Deere Classic
20,Ben Griffin,1.496,-0.030,0.709,0.817,4,John Deere Classic
21,Mac Meissner,1.332,-0.251,1.176,0.407,4,John Deere Classic
22,Kevin Yu,1.273,-0.008,1.270,0.010,4,John Deere Classic
23,Doug Ghim,1.213,0.563,1.504,-0.854,4,John Deere Classic
24,Lucas Glover,1.201,-0.335,1.364,0.172,4,John Deere Classic
25,Andrew Novak,1.142,0.676,0.842,-0.375,4,John Deere Classic
26,J.J. Spaun,1.130,-0.478,1.317,0.291,4,John Deere Classic
27,Rico Hoey,1.090,0.886,0.357,-0.153,4,John Deere Classic
28,Hayden Buckley,1.056,0.641,0.270,0.145,4,John Deere Classic
29,Chesson Hadley,1.044,0.818,-0.087,0.313,4,John Deere Classic
30,Ryo Hisatsune,0.977,0.423,0.335,0.218,4,John Deere Classic
31,Robby Shelton,0.954,-0.717,1.366,0.305,4,John Deere Classic
32,Brice Garnett,0.853,-0.176,1.160,-0.131,4,John Deere Classic
33,Zach Johnson,0.797,-0.037,0.143,0.692,4,John Deere Classic
34,Jason Day,0.791,0.453,-0.326,0.664,4,John Deere Classic
35,Lee Hodges,0.735,-0.624,0.480,0.879,4,John Deere Classic
36,Sami Valimaki,0.733,0.139,1.119,-0.525,4,John Deere Classic
37,Trace Crowe,0.726,-0.053,1.208,-0.430,4,John Deere Classic
38,Sam Ryder,0.713,-0.190,0.561,0.342,4,John Deere Classic
39,Brendon Todd,0.703,-0.095,0.253,0.545,4,John Deere Classic
40,Kyle Westmoreland,0.700,0.330,-0.131,0.501,4,John Deere Classic
41,Aaron Rai,0.694,0.128,0.627,-0.061,4,John Deere Classic
42,Jordan Spieth,0.648,0.821,0.511,-0.684,4,John Deere Classic
43,Austin Smotherman,0.632,0.002,0.585,0.045,4,John Deere Classic
44,Mark Hubbard,0.559,0.341,0.525,-0.307,4,John Deere Classic
45,Henrik Norlander,0.538,0.097,1.125,-0.684,4,John Deere Classic
46,Kevin Streelman,0.472,-0.033,0.607,-0.102,4,John Deere Classic
47,Sepp Straka,0.431,0.328,-0.112,0.215,4,John Deere Classic
48,Wilson Furr,0.415,0.003,0.998,-0.586,4,John Deere Classic
49,Zac Blair,0.411,0.246,0.044,0.121,4,John Deere Classic
50,Matt NeSmith,0.300,0.368,-0.160,0.093,4,John Deere Classic
51,Sam Stevens,0.023,0.428,-0.112,-0.293,4,John Deere Classic
52,Patrick Rodgers,-0.021,0.311,-0.457,0.125,4,John Deere Classic
53,Kevin Dougherty,-0.091,1.377,-1.690,0.222,4,John Deere Classic
54,Adrien Dumont de Chassart,-0.092,-0.946,-0.035,0.889,4,John Deere Classic
55,David Lipsky,-0.119,-0.265,-0.243,0.389,4,John Deere Classic
56,Pierceson Coody,-0.121,0.273,-0.473,0.078,4,John Deere Classic
57,Bud Cauley,-0.151,-0.322,0.152,0.019,4,John Deere Classic
58,Jake Knapp,-0.191,0.713,-0.285,-0.618,4,John Deere Classic
59,Ben Kohles,-0.199,0.142,0.382,-0.723,4,John Deere Classic
60,J.T. Poston,-0.296,-0.084,-0.638,0.426,4,John Deere Classic
61,Nico Echavarria,-0.366,-0.178,-0.471,0.283,4,John Deere Classic
62,Ben Taylor,-0.369,0.033,-0.938,0.536,4,John Deere Classic
63,Roger Sloan,-0.376,-0.804,1.295,-0.867,4,John Deere Classic
64,Stewart Cink,-0.390,-0.234,-0.505,0.349,4,John Deere Classic
65,"Blaine Hale, Jr.",-0.426,-0.425,0.390,-0.390,4,John Deere Classic
66,Bill Haas,-0.451,-0.234,0.118,-0.335,4,John Deere Classic
67,James Hahn,-0.548,0.357,-0.339,-0.565,4,John Deere Classic
68,Beau Hossler,-0.581,0.041,-1.251,0.629,4,John Deere Classic
69,Chandler Phillips,-0.596,-0.614,-0.312,0.330,4,John Deere Classic
70,S.H. Kim,-0.663,0.073,-1.090,0.354,4,John Deere Classic
71,Kevin Chappell,-0.763,-0.215,0.122,-0.670,4,John Deere Classic
72,Thorbjørn Olesen,-0.792,-0.177,-0.838,0.223,4,John Deere Classic
73,Justin Suh,-0.859,-0.792,-0.282,0.216,4,John Deere Classic
74,Dylan Frittelli,-0.954,-0.485,-0.902,0.433,4,John Deere Classic
75,Ryan Palmer,-1.031,-0.149,-0.511,-0.370,4,John Deere Classic
76,Justin Lower,-1.252,-0.311,-1.065,0.124,4,John Deere Classic
77,Scott Gutschewski,-1.282,-0.579,0.029,-0.732,4,John Deere Classic
1,Cameron Young,2.340,0.756,1.078,0.506,4,Rocket Mortgage Classic
2,Davis Thompson,2.300,1.001,0.891,0.407,4,Rocket Mortgage Classic
3,Min Woo Lee,2.282,0.662,0.301,1.318,4,Rocket Mortgage Classic
4,Patrick Fishburn,2.203,0.914,0.541,0.748,4,Rocket Mortgage Classic
5,Cam Davis,2.172,0.317,1.095,0.759,4,Rocket Mortgage Classic
6,Neal Shipley,1.997,0.208,1.275,0.513,4,Rocket Mortgage Classic
7,Akshay Bhatia,1.881,0.465,1.481,-0.066,4,Rocket Mortgage Classic
8,Eric Cole,1.799,0.252,0.811,0.736,4,Rocket Mortgage Classic
9,Carl Yuan,1.775,0.365,1.348,0.062,4,Rocket Mortgage Classic
10,Beau Hossler,1.720,0.537,1.063,0.120,4,Rocket Mortgage Classic
11,Nick Dunlap,1.712,0.790,1.279,-0.358,4,Rocket Mortgage Classic
12,Aaron Rai,1.638,0.249,1.428,-0.039,4,Rocket Mortgage Classic
13,Jhonattan Vegas,1.611,0.772,1.073,-0.234,4,Rocket Mortgage Classic
14,Jake Knapp,1.608,1.629,0.094,-0.116,4,Rocket Mortgage Classic
15,Patton Kizzire,1.541,-0.201,0.500,1.242,4,Rocket Mortgage Classic
16,Joel Dahmen,1.516,0.595,0.777,0.143,4,Rocket Mortgage Classic
17,Luke Clanton,1.208,1.083,0.821,-0.697,4,Rocket Mortgage Classic
18,Ben James,1.142,0.225,1.267,-0.351,4,Rocket Mortgage Classic
19,Ben Kohles,1.045,-0.077,0.970,0.152,4,Rocket Mortgage Classic
20,Hayden Springer,1.010,0.509,0.119,0.381,4,Rocket Mortgage Classic
21,Jacob Bridgeman,0.983,-0.945,1.164,0.763,4,Rocket Mortgage Classic
22,Erik van Rooyen,0.981,0.921,-0.286,0.345,4,Rocket Mortgage Classic
23,Troy Merritt,0.968,-0.091,0.958,0.101,4,Rocket Mortgage Classic
24,J.J. Spaun,0.955,0.662,0.016,0.277,4,Rocket Mortgage Classic
25,Ryo Hisatsune,0.948,0.075,0.476,0.397,4,Rocket Mortgage Classic
26,Chris Kirk,0.927,0.250,0.647,0.029,4,Rocket Mortgage Classic
27,Rico Hoey,0.917,-0.107,1.173,-0.149,4,Rocket Mortgage Classic
28,Ben Silverman,0.730,-0.323,1.115,-0.062,4,Rocket Mortgage Classic
29,Ben Griffin,0.649,-0.414,0.742,0.321,4,Rocket Mortgage Classic
29,David Skinns,0.649,-0.839,1.747,-0.259,4,Rocket Mortgage Classic
29,Sam Stevens,0.649,0.651,-0.040,0.037,4,Rocket Mortgage Classic
32,Callum Tarren,0.645,0.111,0.482,0.051,4,Rocket Mortgage Classic
33,Hayden Buckley,0.629,0.739,-0.041,-0.070,4,Rocket Mortgage Classic
34,Taylor Moore,0.603,0.365,-0.628,0.865,4,Rocket Mortgage Classic
35,Rickie Fowler,0.593,-0.048,1.011,-0.371,4,Rocket Mortgage Classic
36,Joe Highsmith,0.582,0.173,0.003,0.406,4,Rocket Mortgage Classic
37,Kevin Yu,0.550,0.225,0.624,-0.298,4,Rocket Mortgage Classic
38,Nicolai Højgaard,0.486,-0.224,0.874,-0.164,4,Rocket Mortgage Classic
39,Nico Echavarria,0.483,-0.504,0.599,0.387,4,Rocket Mortgage Classic
40,Nick Hardy,0.468,0.576,0.682,-0.790,4,Rocket Mortgage Classic
41,Chris Gotterup,0.462,0.858,-1.102,0.706,4,Rocket Mortgage Classic
42,Matt Kuchar,0.457,-0.430,0.315,0.571,4,Rocket Mortgage Classic
43,Taylor Pendrith,0.392,0.348,0.068,-0.025,4,Rocket Mortgage Classic
44,Dylan Wu,0.384,-0.371,0.813,-0.059,4,Rocket Mortgage Classic
45,Wesley Bryan,0.352,0.757,0.125,-0.530,4,Rocket Mortgage Classic
46,Nate Lashley,0.280,-0.623,0.394,0.508,4,Rocket Mortgage Classic
47,Nicholas Lindheim,0.235,0.098,0.498,-0.361,4,Rocket Mortgage Classic
48,Harry Hall,0.221,-0.240,0.414,0.047,4,Rocket Mortgage Classic
49,Ryan Moore,0.218,-0.418,0.211,0.424,4,Rocket Mortgage Classic
50,Kevin Streelman,0.169,0.158,-0.005,0.016,4,Rocket Mortgage Classic
51,Mark Hubbard,0.114,-0.317,0.468,-0.039,4,Rocket Mortgage Classic
52,Vince Whaley,-0.003,0.232,-1.030,0.795,4,Rocket Mortgage Classic
53,Ryan McCormick,-0.007,-0.165,0.285,-0.127,4,Rocket Mortgage Classic
54,Roger Sloan,-0.103,-0.624,0.771,-0.251,4,Rocket Mortgage Classic
55,Max Greyserman,-0.123,0.708,-0.484,-0.348,4,Rocket Mortgage Classic
56,Michael Kim,-0.126,-0.382,-0.262,0.518,4,Rocket Mortgage Classic
57,Patrick Rodgers,-0.135,0.725,-0.735,-0.125,4,Rocket Mortgage Classic
58,Justin Lower,-0.154,-0.275,-0.399,0.519,4,Rocket Mortgage Classic
59,Matti Schmid,-0.155,-0.717,-0.149,0.711,4,Rocket Mortgage Classic
60,Taylor Montgomery,-0.174,-1.002,0.068,0.760,4,Rocket Mortgage Classic
61,Andrew Novak,-0.260,-0.629,0.316,0.053,4,Rocket Mortgage Classic
62,Maverick McNealy,-0.479,0.569,-0.720,-0.328,4,Rocket Mortgage Classic
63,Bud Cauley,-0.522,-0.002,-1.349,0.828,4,Rocket Mortgage Classic
64,Robby Shelton,-0.542,-0.920,-0.562,0.939,4,Rocket Mortgage Classic
65,Ryan Fox,-0.560,0.290,0.066,-0.916,4,Rocket Mortgage Classic
66,Davis Riley,-0.568,0.390,-1.098,0.140,4,Rocket Mortgage Classic
